ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Uncanny X-Men Vol 1 215;Main Series;Old Soldiers;;;1987-03;;Chris Claremont;Alan Davis;X-Men | Storm (Ororo Munroe) | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Dazzler (Alison Blaire) | Longshot (Joins group);Crimson Commando (Frank Bohannan) (First appearance) | Stonewall (Louis Hamilton) (First appearance) | Super Sabre (Martin Fletcher) (First appearance) | Marauders | Arclight | Scalphunter;Callisto | Madelyne Pryor-Summers | Shadowcat (Kitty Pryde)
X-Factor Vol 1 14;Other Groups;The Mutant Program!;;;1987-03;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott Summers) | Iceman (Bobby) | Marvel Girl (Jean) | Beast (Hank) | Angel (Warren Worthington III) | Trainees | Rusty Collins | Skids | Boom-Boom;Master Mold;Trish Tilby
New Mutants Vol 1 50;Other Groups;Father's Day!;;;1987-04;1986-12-23;Chris Claremont;Jackson Guice;New Mutants | Magik (Illyana Rasputin) | Cannonball (Sam Guthrie) | Cypher (Doug Ramsey) | Warlock | Mirage (Dani Moonstar) | Sunspot (Bobby Da Costa) | Wolfsbane (Rahne Sinclair) | Magma (Amara Aquilla) | Karma (Shan Coy Manh);S'ym | Sentinels Mk VI of Earth-8720 | Magus;Starjammers | Corsair (Christopher Summers) | 🢐 Binary (Carol Danvers) 🢒 | Professor X (Charles Xavier) | Lilandra | Ch'od | Raza | Hepzibah | Cr'reee | Sikorsky | Waldo (Voice)
Fallen Angels Vol 1 1;Limited Series;Runaway;;;1987-04;1986-12-30;Jo Duffy;Kerry Gammill;New Mutants | Sunspot (Roberto Da Costa) (Leaves group) | Cannonball (Sam Guthrie) | Magik (Illyana Rasputin) | Mirage (Danielle Moonstar) | Magma (Amara Aquilla) | Cypher (Doug Ramsey) | Wolfsbane (Rahne Sinclair) | Warlock (Leaves group) | Karma (Xi'an Coy Manh) | Siryn (Theresa Cassidy) | Multiple Man (Jamie Madrox) | Chance (First appearance);Two unnamed street-thieves;🢐 Magneto / Michael Xavier (Magnus) 🢒 (Main story and flashback) | Dr. Moira MacTaggert
Uncanny X-Men Vol 1 216;Main Series;Crucible;;;1987-04;;Chris Claremont;Jackson Guice;X-Men | Storm (Ororo Munroe) | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Longshot;Crimson Commando (Frank Bohannan) | Stonewall (Louis Hamilton) | Super Sabre (Martin Fletcher) | Priscilla Morrison (Death);Dr. Moira MacTaggert | Callisto
X-Factor Vol 1 15;Other Groups;Whose Death is it, Anyway?;;;1987-04;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott Summers) | Marvel Girl (Jean Grey) | Beast (Hank McCoy) | Angel (Warren Worthington III) -  (Apparent death) | Iceman (Robert Drake) | Trainees | Rusty Collins | Skids | Artie Maddicks | Boom-Boom (Tabitha);Apocalypse | The Horsemen of Apocalypse -  (First appearance) | War - (First time in costume) | Pestilence - (First time in costume) | Famine - (First time in costume);Cameron Hodge | Morlocks | Caliban | Leech | Tar Baby | Erg | Beautiful Dreamer | Ape | Masque
New Mutants Vol 1 51;Other Groups;Teacher's Choice;;;1987-05;1987-01-27;Chris Claremont;Kevin Nowlan;New Mutants (Main story and flashback) | Magik (Illyana Rasputin) (Main story and flashback) | Mirage (Dani Moonstar) (Main story and flashback) | Cannonball (Sam Guthrie) (Main story and flashback) | Wolfsbane (Rahne Sinclair) (Main story and flashback) | Magma (Amara Aquilla) (Main story and flashback) | Sunspot (Bobby Da Costa) (Main story and flashback) | Karma (Shan Coy Manh) (Main story and flashback) | Cypher (Doug Ramsey) (Main story and flashback) | Warlock (Main story and flashback);;Starjammers | Professor X (Charles Xavier) | 🢐 Binary (Carol Danvers) 🢒 | Corsair (Christopher Summers) | Lilandra | Ch'od | Raza | Hepzibah | Cr'reee | Sikorsky | X-Men | Storm/White King (Ororo Munroe) (First appearance as White King) | 🢐 Magneto/White King (Michael Xavier) 🢒 (First appearance as White King)
Fallen Angels Vol 1 2;Limited Series;I'll Take The High Road And I'll Take the Low Road (And I'll Get To Sunspot Before Me);;;1987-05;1987-02-03;Jo Duffy;Kerry Gammill;Sunspot (Roberto Da Costa) | Fallen Angels (First full appearance) | Chance | Ariel (First appearance) | Gomi (Alphonsus Lefszycic) (First appearance) | Bill (First appearance) | Don (First appearance) | 🢐 Vanisher | Warlock | Multiple Man (Jamie Madrox) (First appearance) [Continuity 1] | Siryn (Theresa Cassidy);Two unnamed street-thieves | Unnamed looters;Dr. Moira MacTaggert | 🢐 Michael Xavier / Magneto (Magnus) 🢒 | Madrox Duplicate (First appearance)
Uncanny X-Men Vol 1 217;Main Series;Folly's Gambit;;;1987-05;;Chris Claremont;Jackson Guice;X-Men | Rogue | Dazzler (Alison Blaire) | Psylocke (Betsy Braddock) | Longshot;Juggernaut (Cain Marko);Callisto | Sean Cassidy | Dr. Moira MacTaggert
X-Factor Vol 1 16;Other Groups;Playing With Fire!;;;1987-05;;Louise Simonson;David Mazzucchelli;X-Factor | Cyclops | Marvel Girl | Trainees | Rusty Collins | Skids (Sally) (Main story and flashback) | Artie Maddicks | Boom-Boom (Tabitha);Masque;Cameron Hodge | Emma la Porte
New Mutants Vol 1 52;Other Groups;Grounded Forever;;;1987-06;1987-02-24;Chris Claremont;Rick Leonardi;New Mutants | Sunspot (Bobby Da Costa) | Magma (Amara Aquilla) | Cypher (Doug Ramsey) | Warlock | Karma (Shan Coy Manh) | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin);Numerous unnamed demons | S'ym;🢐 Magneto (Michael Xavier) 🢒 | Brightwind
Fallen Angels Vol 1 3;Limited Series;Every Card is Wild;;;1987-06;1987-03-03;Jo Duffy;Marie Severin;Fallen Angels | Sunspot (Roberto Da Costa) (Joins group) | Warlock (Joins group) | Multiple Man (Jamie Madrox) (Joins group) [Continuity 1] | Vanisher (Main story and flashback) | Chance (Main story and flashback) | Ariel (Main story and flashback) | Gomi (Alphonsus Lefszycic) (Main story and flashback) (Origin revealed) | Bill (Main story and flashback) (Origin revealed) | Don (Main story and flashback) (Origin revealed) | Boom-Boom / Timebomb (Tabitha Smith) (Leaves X-Factor and rejoins team) | Siryn (Theresa Cassidy) (Joins group);;Madrox Independent Duplicate | X-Factor | Iceman (Bobby Drake) | Beast (Hank McCoy)
Uncanny X-Men Vol 1 218;Main Series;Charge of the Light Brigade;;;1987-06;;Chris Claremont;Marc Silvestri;X-Men | Rogue (Anna Marie) | Dazzler (Alison Blaire) | Psylocke (Betsy Braddock) | Longshot;Juggernaut (Cain Marko) | Black Tom Cassidy (Behind the scenes);Havok (Alex Summers) | Polaris (Lorna Dane)
X-Factor Vol 1 17;Other Groups;Die, Mutants, Die!;;;1987-06;;Louise Simonson;Walter Simonson;X-Factor / X-Terminators | Iceman (Robert Drake) | Beast (Hank McCoy) | Caliban (Joins group) | Marvel Girl (Jean Grey) | Cyclops (Scott Summers) | Trainees | Rusty Collins | Skids (Sally Blevins) | Artie Maddicks | Boom-Boom (Tabitha Smith) 🢒 | Leech (Joins group) | Rictor (Julio Richter) (First appearance) (Joins group);Cameron Hodge | The Right (First appearance);Trish Tilby | Ariel | 🢐 Thor 🢒
New Mutants Vol 1 53;Other Groups;Seduced and Abandoned;;;1987-07;1987-03-24;Chris Claremont;Rick Leonardi;"3 | Marvel Database | Fandom |  |  |  |  |  |  |  |  | Marvel Database |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |   |   |   |  |  FANDOM |   |   |     Games    |   |     Anime    |   |     Movies    |   |     TV    |   |     Video    |  |   |      Wikis     |         Explore Wikis        |         Community Central        |  |   |     Start a Wiki    |  |   |    Register   |    Don't have an account?   |    Sign In   |  | Advertisement |  |      Marvel Database     | 278,564pages  |   |   |   |  |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |  |   |   |  | in: | Comics, New Mutants Vol 1, Rick Leonardi/Cover Artist,     | and | 69 more | Terry Austin/Cover Artist  | Week 13, 1987  | 1987 Cover Date  | 1987, July Cover Date  | Jim Shooter/Editor-in-Chief  | New Mutants (Earth-616)/Appearances  | Douglas Ramsey (Earth-616)/Appearances  | Danielle Moonstar (Earth-616)/Appearances  | Samuel Guthrie (Earth-616)/Appearances  | Rahne Sinclair (Earth-616)/Appearances  | Illyana Rasputina (Earth-616)/Appearances  | Amara Aquilla (Earth-616)/Appearances  | Xi'an Coy Manh (Earth-616)/Appearances  | Hellfire Club (Earth-616)/Appearances  | Max Eisenhardt (Earth-616)/Appearances  | Sebastian Shaw (Earth-616)/Appearances  | Emma Frost (Earth-616)/Appearances  | Selene Gallio (Earth-616)/Appearances  | Sage (Earth-616)/Appearances  | Hellions (Earth-616)/Appearances  | Haroun ibn Sallah al-Rashid (Earth-616)/Appearances  | Jennifer Stavros (Earth-616)/Appearances  | James Proudstar (Earth-616)/Appearances  | Sharon Smith (Earth-616)/Appearances  | Manuel de la Rocha (Earth-616)/Appearances  | Marie-Ange Colbert (Earth-616)/Appearances  | Keniuchio Harada (Earth-616)/Appearances  | Ophelia Sarkissian (Earth-616)/Appearances  | Gerhard van Ostamgen (Earth-616)/Appearances  | Cheyenne People/Mentions  | Warlock (Technarch) (Earth-616)/Minor Appearances  | Yahweh (Earth-616)/Invocations  | Belasco (Earth-616)/Mentions  | Satan (Unidentified) (Earth-616)/Invocations  | Roberto Da Costa (Earth-616)/Mentions  | Apache Nation/Mentions  | Roman Empire/Mentions  | Gaius Lucullus Umber (Earth-616)/Mentions  | Mutants (Homo superior)/Appearances  | Technarchy/Minor Appearances  | Humans (Homo sapiens)/Appearances  | Dogs/Mentions  | Cyborgs/Appearances  | Rats/Mentions  | Earth/Appearances  | New York (State)/Appearances  | Westchester County/Appearances  | North Salem/Appearances  | Salem Center/Appearances  | Xavier's School for Gifted Youngsters/Appearances  | Manhattan/Appearances  | Lenox Hill/Appearances  | 66th Street/Appearances  | Fifth Avenue/Appearances  | Hellfire Club Building (New York)/Appearances  | Central Park/Appearances  | Luna (Moon)/Mentions  | Heaven (Paradise)/Invocations  | Limbo (Otherplace)/Minor Appearances  | Hell/Mentions  | Transmode Virus/Minor Appearances  | X-Uniforms/Minor Appearances  | Soulsword/Minor Appearances  | Chris Claremont/Writer  | Rick Leonardi/Penciler  | Terry Austin/Inker  | Glynis Oliver/Colorist  | Tom Orzechowski/Letterer  | Ann Nocenti/Editor  |  |    English  | Русский | Türkçe |  |      New Mutants Vol 1 53     |       View source      |   |  |            History           |            Talk (0)           |  |  |  | watch      01:36 | We're Getting Mutants in the MCU - The Loop |   |     Do you like this video?     |  |  |     Play Sound    |  | New Mutants Vol 1 #53 |  | Previous Issue | Next Issue |  | New Mutants #52 | New Mutants #54 |  | Art by: Rick Leonardi and Terry Austin | Release Date | March 24, 1987 | Cover Date | July, 1987 | Issue Details | Editor-in-Chief | James Shooter |  | 1. ""Seduced and Abandoned"" | Appearances · Synopsis | Writer(s) | Chris Claremont | Penciler(s) | Rick Leonardi | Inker(s) | Terry Austin | Colorist(s) | Glynis Wein | Letterer(s) | Tom Orzechowski | Editor(s) | Ann Nocenti |  |  What's happening to me?!!  | —Cypher, as he transforms into a Warlock-like being | Appearing in ""Seduced and Abandoned"" | Featured Character(s): | New Mutants | Cypher (Doug Ramsey) | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Magma (Amara Aquilla) | Karma (Shan Coy Manh)";Silver Samurai (Keniuchio Harada) | Viper;Hellfire Club | 🢐 Magneto/White King (Michael Xavier) 🢒 | Black King (Sebastian Shaw) | White Queen (Emma Frost) | Black Queen (Selene) | Lady Tessa | Hellfire Club guards | Hellions | Jetstream (Haroun al-Rashid) | Roulette (Jenny Stavros) | Thunderbird (Jimmy Proudstar) | Catseye (Sharon Smith) | Empath (Manny de la Rocha) | Tarot (Marie-Ange Colbert)
Fallen Angels Vol 1 4;Limited Series;A Devil Among the Angels!;;;1987-07;1987-03-31;Jo Duffy;Kerry Gammill;Fallen Angels (Main story and flashback) | Sunspot (Roberto Da Costa) (Main story and flashback) | Gomi (Alphonsus Lefszycic) (Main story and flashback) | Bill (Main story and flashback) | Don (Main story and flashback) | Siryn (Theresa Cassidy) (Main story and flashback) | Warlock (Main story and flashback) | Chance (Main story and flashback) | Boom-Boom (Tabitha Smith) (Main story and flashback) | Multiple Man (Jamie Madrox) (Main story and flashback) [Continuity 1] | Ariel (Main story and flashback) | Vanisher (Main story and flashback) | 🢐 Moon Boy 🢒 (Joins group) | 🢐 Devil Dinosaur 🢒 (Joins group);Hostile dinosaurs;
Uncanny X-Men Vol 1 219;Main Series;Where Duty Lies;;;1987-07;;Chris Claremont;Bret Blevins;X-Men | Havok (Alex Summers) (Rejoins Team) | Storm (Ororo Munroe) | 🢐 Magneto (Magnus) 🢒 | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Rogue | Longshot;The Marauders | Polaris (Lorna Dane) (Joins group) (Possessed by Malice) | Arclight | Scalphunter | Sabretooth | Malice;Callisto
X-Factor Vol 1 18;Other Groups;The Enemy Within!;;;1987-07;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott Summers) | Marvel Girl (Jean) | Beast (Hank) | Iceman (Bobby) | Caliban | Trainees | Rusty Collins | Skids | Artie Maddicks | Leech | Rictor;Cameron Hodge | Apocalypse | Angel;
New Mutants Vol 1 54;Other Groups;Rat Race;;;1987-08;1987-04-28;Chris Claremont;Sal Buscema;New Mutants | Karma (Shan Coy Manh) (Leaves group) | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Magik (Illyana Rasputin) | Wolfsbane (Rahne Sinclair) | Magma (Amara Aquilla) | Cypher (Doug Ramsey);Viper | Silver Samurai (Keniuchio Harada);Hellfire Club | Tessa | Black King (Sebastian Shaw) | White Queen (Emma Frost) | 🢐 Magneto/White King (Michael Xavier) 🢒 | Black Queen (Selene) | The Hellions | Thunderbird (Jimmy Proudstar) | Catseye (Sharon Smith) | Empath (Manny de la Rocha) | Jetstream (Haroun al-Rashid) | Tarot (Marie-Ange Colbert) | Roulette (Jenny Stavros)
Fallen Angels Vol 1 5;Limited Series;Lost and Found;;;1987-08;1987-05-05;Jo Duffy;Joe Staton;Fallen Angels | Boom-Boom (Tabitha Smith) | Multiple Man (Jamie Madrox) [Continuity 1] | Siryn (Theresa Cassidy) | Sunspot (Roberto Da Costa) | Chance | 🢐 Moon Boy 🢒 | Vanisher | Warlock | Gomi (Alphonsus Lefszycic) | Ariel | Don (Death) | Bill | 🢐 Devil Dinosaur 🢒 | Madrox Independent Duplicate (Joins group);;
Uncanny X-Men Vol 1 220;Main Series;Unfinished Business;;;1987-08;;Chris Claremont;Marc Silvestri;X-Men | Storm (Ororo Munroe) (Leaves group) | Wolverine (Logan);;Forge (Appears on screen) | 🢐 Naze 🢒
X-Factor Vol 1 19;Other Groups;All Together Now!;;;1987-08;;Louise Simonson;Walter Simonson;X-Factor / X-Terminators | Cyclops (Scott Summers) | Marvel Girl (Jean grey) | Iceman (Bobby Drake) | Beast (Hank McCoy) | Caliban | Trainees | Rusty Collins | Skids (Sally Blevins) | Leech;Apocalypse | Four Horsemen of Apocalypse | War (Abraham Kieros) | Pestilence (Plague) | Famine (Autumn Rolfson) | Death (Warren Worthington III) (Shadow only);Trish Tilby
New Mutants Vol 1 55;Other Groups;Flying Wild!;;;1987-09;1987-05-26;Louise Simonson;Bret Blevins;The New Mutants | Cannonball (Sam Guthrie) | Mirage (Dani Moonstar) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Cypher (Doug Ramsey);Raek (First appearance) | Gyrk (First appearance);🢐 Magneto (Michael Xavier) 🢒 | Lila Cheney
Fallen Angels Vol 1 6;Limited Series;The Coconut Grove;;;1987-09;1987-06-02;Jo Duffy;Joe Staton;Fallen Angels | Gomi (Alphonsus Lefszycic) | Bill | Warlock | Sunspot (Roberto Da Costa) | Siryn (Theresa Cassidy) | 🢐 Moon Boy 🢒 | Boom-Boom (Tabitha Smith) | Vanisher | Chance | Multiple Man (Jamie Madrox) [Continuity 1] | Ariel | 🢐 Devil Dinosaur 🢒 | Madrox's duplicate (Revealed to be independent);;Unipar (First appearance)
New Mutants Annual Vol 1 3;Special;Anything You Can Do -- !;;;1987-09;1987-07-07;Chris Claremont;Alan Davis;The New Mutants | Cypher (Douglas Ramsey) | Wolfsbane (Rahne) | Mirage (Dani) | Magik (Illyana) | Cannonball (Sam Guthrie) | Sunspot (Bobby) | Warlock | 🢐 Magneto 🢒;;Impossible Man
Uncanny X-Men Vol 1 221;Main Series;Death by Drowning!;;;1987-09;;Chris Claremont;Marc Silvestri;X-Men | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot;Marauders | Polaris (Lorna Dane) (Possessed by Malice) | Vertigo | Harpoon | Scrambler | Mr. Sinister (First full appearance) | Sabretooth | Arclight | Scalphunter | 🢐 Adversary 🢒 (Behind the scenes);Storm (Ororo Munroe) | Madelyne Pryor-Summers | 🢐 Naze 🢒
X-Factor Vol 1 20;Other Groups;Children's Crusade;;;1987-09;;Louise Simonson;June Brigman;X-Factor Trainees | Rusty Collins | Skids | Artie Maddicks | Leech | Rictor;Wolves, a Central Park gang;X-Factor | Caliban | Cyclops (Scott) | Marvel Girl (Jean) | Beast (Hank) | Iceman (Bobby)
New Mutants Vol 1 56;Other Groups;Scavenger Hunt!;;;1987-10;1987-06-23;Louise Simonson;June Brigman;New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Magma (Amara Aquilla) | Cypher (Doug Ramsey);The Hellions | Jetstream (Haroun al-Rashid) | Empath (Manuel de la Rocha) | Tarot (Marie-Ange Colbert) | Catseye (Sharon Smith) | Roulette (Jennifer Stavros) | Thunderbird (James Proudstar) | White Queen (Emma Frost);Brightwind | Bird-Brain (First appearance)
Fallen Angels Vol 1 7;Limited Series;Triple Cross;;;1987-10;1987-06-30;Jo Duffy;Kerry Gammill;Fallen Angels | Chance (Confirmed to be a mutant) | Ariel (Confirmed to be a mutant) | Warlock (Main story and recap) | Sunspot (Roberto Da Costa) (Main story and recap) | Boom-Boom (Tabitha Smith) | Siryn (Theresa Cassidy) | Multiple Man (Jamie Madrox) [Continuity 1] | Gomi (Alphonsus Lefszycic) | Bill | Vanisher | 🢐 Moon Boy 🢒 | 🢐 Devil Dinosaur 🢒 | Madrox Independent Duplicate;Unipar | Coconut Grove soldiers;Several unnamed Coconut Grove inhabitants
X-Factor Annual Vol 1 2;Special;The Man in the Moon;;;1987-10;1987-06-30;Jo Duffy;Tom Grindberg;X-Factor / X-Terminators | Cyclops (Scott Summers) | Beast (Hank) | Marvel Girl (Jean) | Iceman (Bobby) | Trainees | Leech | Artie Maddicks;Quicksilver (Pietro) | Maximus;Power Pack | Tattletale (Franklin Richards) | Energizer (Katie Power) | Lightspeed (Julie Power) | Mass Master (Jack Power) | Zero-G (Alex Power) | The Inhumans | Lockjaw | Karnak | Gorgon | Luna | Triton | Medusa | Black Bolt | Iridia
Uncanny X-Men Vol 1 222;Main Series;Heartbreak!;;;1987-10;;Chris Claremont;Marc Silvestri;X-Men | 🢐 Wolverine (Logan) 🢒 | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot;The Marauders | Polaris (Lorna Dane) (Possessed by Malice) | Vertigo | Harpoon (Kodiak Noatak) | Scrambler (Kim Il Sung) | Sabretooth (Victor Creed) | Arclight (Philippa Sontag) | Scalphunter (John Greycrow) | 🢐 Adversary 🢒 (Behind the scenes) | Eye Killers (Death);Storm (Ororo Munroe) | Madelyne Pryor | SFPD | Lt. Bree Morrell | Harry (First appearance) | 🢐 Nazé 🢒
X-Factor Vol 1 21;Other Groups;For Every Action...;;;1987-10;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott Summers) | Beast (Hank) | Marvel Girl (Jean Grey) | Iceman (Bobby) | Caliban | Trainees | Rictor | Artie Maddicks | Skids | Rusty Collins | Leech;Cameron Hodge | The Right | Apocalypse | Four Horsemen of Apocalypse | Death | War | Pestilence | Famine;Trish Tilby
New Mutants Vol 1 57;Other Groups;Birds of a Feather;;;1987-11;1987-07-28;Louise Simonson;Bret Blevins;New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Magma (Amara Aquilla) (Leaves group) | Cypher (Doug Ramsey);White Queen (Emma Frost);🢐 Magneto (Michael Xavier) 🢒 | Bird-Brain
X-Men Annual Vol 1 11;Special;Lost in the Funhouse;;;1987-11;1987-07-28;Chris Claremont;Alan Davis;X-Men | Storm (Ororo Munroe) | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot;Horde (First and only known appearance, dies);Captain Britain (Brian Braddock) | Meggan
Fallen Angels Vol 1 8;Limited Series;Grownups and Children;;;1987-11;1987-08-04;Jo Duffy;Joe Staton;Fallen Angels | Bill | Sunspot (Roberto Da Costa) (Leaves group) | Warlock (Leaves group) | Ariel 🢒 | Chance | Gomi (Alphonsus Lefszycic) | 🢐 Devil Dinosaur 🢒 | 🢐 Moon Boy 🢒 | Vanisher 🢒 | Multiple Man (Jamie Madrox) 🢒 [Continuity 1] | Madrox Independent Duplicate (Death) | Siryn (Theresa Cassidy) | Boom-Boom (Tabitha Smith) 🢒;Unipar | Coconut Grove soldiers;
Uncanny X-Men Vol 1 223;Main Series;Omens & Portents;;;1987-11;;Chris Claremont;Kerry Gammill;X-Men | 🢐 Wolverine (Logan) 🢒 | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Havok (Alex Summer) | Longshot | Storm (Ororo Munroe);Freedom Force | Mystique (Raven Darkhölme) | Blob (Fred Dukes) | Crimson Commando (Frank Bohannan) (Joins group) | Stonewall (Louis Hamilton) (Joins group) | Super Sabre (Martin Fletcher) (Joins group) | Pyro (St. John Allerdyce) | Destiny (Irene Adler) | Avalanche (Dominic Petros) | Valerie Cooper | Spiral | 🢐 The Adversary 🢒 (Behind the scenes) | Scalphunter (Only in flashback);Madelyne Pryor | 🢐 Adversary 🢒
X-Factor Vol 1 22;Other Groups;If I Should Die...;;;1987-11;;Louise Simonson;Sal Buscema;X-Factor | Caliban | Beast | Iceman | Marvel Girl | Cyclops | Trainees | Rictor | 🢐 Boom-Boom (Rejoins Team) | Leech | Artie Maddicks | Skids | Rusty Collins;The Right | Cameron Hodge;
New Mutants Vol 1 58;Other Groups;A Bird in the Hand;;;1987-12;1987-08-25;Louise Simonson;Bret Blevins | Off the Wall Studios;New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Cypher (Doug Ramsey);Ani-Mates -  (First appearance),  (Shadow only);Bird-Brain | Brightwind
Uncanny X-Men Vol 1 224;Main Series;The Dark Before the Dawn;;;1987-12;;Chris Claremont;Marc Silvestri;X-Men | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot | Madelyne Pryor | Storm (Ororo Munroe);Freedom Force | Mystique (Raven Darkhölme) | Destiny (Irene Adler) | Crimson Commando (Frank Bohannan) | Valerie Cooper | 🢐 Adversary 🢒 (Behind the scenes) | Demons;Forge | Lt. Bree Morrel | 🢐 Nazé 🢒
X-Factor Vol 1 23;Other Groups;You Say You Want Some Evolution?;;;1987-12;;Louise Simonson;Walter Simonson;X-Factor | Iceman | Cyclops | Beast | Marvel Girl | Caliban | Trainees | Rictor | Boom-Boom | Leech | Artie Maddicks | Skids | Rusty Collins;The Right | Commander | Apocalypse | Four Horsemen of Apocalypse | War | Pestilence | Famine | Death;
New Mutants Vol 1 59;Other Groups;Fang and Claw!;;Fall of the Mutants;1988-01;1987-09-01;Louise Simonson;Bret Blevins;New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Wolfsbane (Rahne Sinclair) | Magik (Illyana Rasputin) | Cypher (Doug Ramsey) | Sunspot (Bobby Da Costa) (Rejoins Team) | Warlock (Rejoins Team);;Magneto (Michael Xavier) | Bird-Brain | Brightwind
