ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Uncanny X-Men Vol 1 225;Main Series;False Dawn;;Fall of the Mutants;1988-01;;Chris Claremont;Marc Silvestri;X-Men | Wolverine (Logan) | Rogue (Main story and flashback) | Psylocke (Betsy Braddock) (Main story and flashback) | Colossus (Peter Rasputin) (Rejoins Team) | Dazzler (Ali Blaire) (Main story and flashback) | Havok (Alex Summers) | Longshot (Main story and flashback) | Madelyne Pryor;Freedom Force | Mystique (Raven Darkhölme) | Destiny (Irene Adler) | Crimson Commando (Frank Bohannan) | Stonewall (Louis Hamilton) | Super Sabre (Martin Fletcher) | Pyro (St. John Allerdyce) | Avalanche (Dominic Petros) | Blob (Fred Dukes) | Spiral | 🢐 Adversary 🢒 | Juggernaut (Cain Marko) (Only in flashback);Roma | Magik (Illyana Rasputina)
X-Factor Vol 1 24;Other Groups;Masks;;Fall of the Mutants;1988-01;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott Summers) | Marvel Girl (Jean Grey) | Beast (Hank McCoy) | Iceman | Caliban -  (Leaves group);Apocalypse | Four Horsemen of Apocalypse | Famine | Pestilence | War | Death (Warren Worthington III) (First full appearance);
New Mutants Vol 1 60;Other Groups;Suspended Animation!;;Fall of the Mutants;1988-02;1987-10-06;Louise Simonson;Bret Blevins;The New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Magik (Illyana Rasputin) | Cypher (Doug Ramsey) (Death) | Wolfsbane (Rahne Sinclair) | Sunspot (Bobby Da Costa) | Warlock;;Magneto (Michael Xavier) | Bird-Brain | The Ani-Mates
Uncanny X-Men Vol 1 226;Main Series;Go Tell the Spartans;;Fall of the Mutants;1988-02;;Chris Claremont;Marc Silvestri;X-Men | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Colossus (Peter Rasputin) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot | Madelyne Pryor;🢐 Adversary 🢒;Neal Conan | Storm (Ororo Munroe) | Forge | Freedom Force | Mystique (Raven Darkhölme) | Destiny (Irene Adler) | Crimson Commando (Frank Bohannan) | Stonewall (Louis Hamilton) | Super Sabre (Martin Fletcher) | Pyro (St. John Allerdyce) | Avalanche (Dominic Petros) | Blob (Fred Dukes) | Spiral | Manoli Wetherell (First appearance)
X-Factor Vol 1 25;Other Groups;Judgement Day!;;Fall of the Mutants;1988-02;;Louise Simonson;Walter Simonson;X-Factor | Marvel Girl (Jean) | Cyclops (Scott) | Iceman (Bobby) | Beast (Hank);Apocalypse | Four Horsemen of Apocalypse | Pestilence (Death) | War | Famine (Autumn) | Death (Warren) (Leaves group) | Death (Caliban) (Joins group),  (First appearance as Death);Power Pack | Starstreak (Katie) | Molecula (Julie) | Counterweight (Jack) | Destroyer (Alex)
New Mutants Vol 1 61;Other Groups;Our Way!;;Fall of the Mutants;1988-03;1987-11-03;Louise Simonson;Bret Blevins;New Mutants | Magik / Darkchilde (Illyana) | Wolfsbane (Rahne) | Cannonball (Sam) | Mirage (Dani) | Sunspot (Bobby) | Warlock | Cypher (Doug) (Corpse, skeleton or other remains) | Karma (Photo) | Magma (Photo) | 🢐 Magneto / White King (Magnus) 🢒;S'ym | The Right;Bird-Brain | Ani-Mates | Brightwind | The Hellfire Club | Black King | Black Rook | Black Queen | Black Bishop
Uncanny X-Men Vol 1 227;Main Series;The Belly of the Beast;;Fall of the Mutants;1988-03;;Chris Claremont;Marc Silvestri;X-Men | Storm (Ororo Munroe) (Rejoins Team) (Death) (Resurrection) | 🢐 Wolverine (Logan) 🢒 (Death) (Resurrection) | Rogue (Death) (Resurrection) | Psylocke (Betsy Braddock) (Death) (Resurrection) | Colossus (Peter Rasputin) (Death) (Resurrection) | Dazzler (Ali Blaire) (Death) (Resurrection) | Havok (Alex Summers) (Death) (Resurrection) | Longshot (Death) (Resurrection) | Madelyne Pryor (Death) (Resurrection);🢐 Adversary 🢒;Forge | Neal Conan | Roma | Shadowcat (Kitty Pryde) | Nightcrawler (Kurt Wagner) | Dr. Moira MacTaggert | Freedom Force | Mystique (Raven Darkhölme) | Crimson Commando (Frank Bohannan) | Super Sabre (Martin Fletcher) | Pyro (St. John Allerdyce) | Blob (Fred Dukes) | Manoli Wetherell
X-Factor Vol 1 26;Other Groups;Casualties;;Fall of the Mutants;1988-03;;Louise Simonson;Walter Simonson;X-Factor | Iceman | Cyclops | Marvel Girl | Beast;Apocalypse | Four Horsemen of Apocalypse | War | Famine | Caliban;Death | Trish Tilby
New Mutants Vol 1 62;Other Groups;To Build a Fire;;;1988-04;1987-12-01;Louise Simonson;Jon J. Muth;"2 | Marvel Database | Fandom |  |  |  |  |  |  |  |  | Marvel Database |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |   |   |   |  |  FANDOM |   |   |     Games    |   |     Anime    |   |     Movies    |   |     TV    |   |     Video    |  |   |      Wikis     |         Explore Wikis        |         Community Central        |  |   |     Start a Wiki    |  |   |    Register   |    Don't have an account?   |    Sign In   |  | Advertisement |  |      Marvel Database     | 278,564pages  |   |   |   |  |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |  |   |   |  | in: | Comics, New Mutants Vol 1, Jon J. Muth/Cover Artist,     | and | 35 more | Week 49, 1987  | 1988 Cover Date  | 1988, April Cover Date  | Tom DeFalco/Editor-in-Chief  | New Mutants (Earth-616)/Appearances  | Rahne Sinclair (Earth-616)/Appearances  | Danielle Moonstar (Earth-616)/Appearances  | Illyana Rasputina (Earth-616)/Appearances  | Samuel Guthrie (Earth-616)/Appearances  | Roberto Da Costa (Earth-616)/Appearances  | Warlock (Technarch) (Earth-616)/Appearances  | Lucius Aquilla (Earth-616)/Appearances  | Hellions (Earth-616)/Appearances  | Manuel de la Rocha (Earth-616)/Appearances  | Marie-Ange Colbert (Earth-616)/Appearances  | Sharon Smith (Earth-616)/Appearances  | Jennifer Stavros (Earth-616)/Appearances  | Amara Aquilla (Earth-616)/Appearances  | James Proudstar (Earth-616)/Appearances  | Haroun ibn Sallah al-Rashid (Earth-616)/Appearances  | Emma Frost (Earth-616)/Appearances  | New York (State)/Appearances  | Westchester County/Appearances  | Xavier's School for Gifted Youngsters/Appearances  | Massachusetts (State)/Appearances  | Snow Valley/Appearances  | Massachusetts Academy/Appearances  | Brazil/Appearances  | Louise Simonson/Writer  | Jon J. Muth/Penciler  | Jon J. Muth/Inker  | Glynis Oliver/Colorist  | Tom Orzechowski/Letterer  | Ann Nocenti/Editor  | Manuel de la Rocha (Earth-616)/Quotes  |  |    English  | Русский | Türkçe |  |      New Mutants Vol 1 62     |       View source      |   |  |            History           |            Talk (0)           |  |  |  | watch      01:36 | We're Getting Mutants in the MCU - The Loop |   |     Do you like this video?     |  |  |     Play Sound    |  | New Mutants Vol 1 #62 |  | Previous Issue | Next Issue |  | New Mutants #61 | New Mutants #63 |  | Art by: Jon J. Muth | Release Date | December 1, 1987 | Cover Date | April, 1988 | Issue Details | Editor-in-Chief | Tom DeFalco |  | 1. ""To Build a Fire"" | Appearances · Synopsis | Writer(s) | Louise Simonson | Penciler(s) | Jon J. Muth | Inker(s) | Jon J. Muth | Colorist(s) | Glynis Wein | Letterer(s) | Tom Orzechowski | Editor(s) | Ann Nocenti |  |  I feel it all! Everything everyone around me feels. Tarot. You. I'm bombarded with it.  | —Empath | Appearing in ""To Build a Fire"" | Featured Character(s): | The New Mutants | Wolfsbane (Rahne) | Mirage (Dani) | Magik | Cannonball (Sam) | Sunspot (Bobby) | Warlock";The Hellions | Empath (Manuel) (Leaves group) | Tarot | Catseye | Roulette | Magma (Amara) (Leaves group) | Thunderbird | Jetstream | White Queen (Emma Frost);Lucius Antonius Aquilla
Uncanny X-Men Vol 1 228;Main Series;Deadly Games!;;;1988-04;;Tom DeFalco | Chris Claremont;Rick Leonardi;X-Men | Dazzler (Ali Blaire) | 🢐 Wolverine (Logan) 🢒 | Psylocke (Betsy Braddock) | Rogue;Vladimir Semyanovitch Zaitsev (First and only known appearance, dies);O.Z. Chase | Cerberus | Henry Peter Gyrich
X-Factor Vol 1 27;Other Groups;Gifts!;;;1988-04;;Louise Simonson;Walter Simonson;X-Factor | Marvel Girl (Jean) | Cyclops (Scott) | Beast (Hank) | Iceman (Bobby) | Trainees | Rictor | Boom-Boom | Leech | Artie Maddicks | Skids | Rusty Collins;Snake & other unnamed hoodlums | Apocalypse | Horsemen of Apocalypse | Death | Famine | War;Death | Trish Tilby | John Grey | Elaine Grey | Madelyne Pryor-Summers (Appears on screen)
New Mutants Vol 1 63;Other Groups;Redemption;;;1988-05;1988-01-12;Chris Claremont | Louise Simonson;Bo Hampton;Magik (Illyana Rasputin) | Warlock (Dream);Brood (Dream);Lockheed | Shadowcat (Kitty Pryde) (Dream) | Colossus (Peter Rasputin) (Dream) (Clone) | Storm (Ororo Munroe) (Dream) (Clone) | Wolverine (Logan) (Dream) (Clone) | Cyclops (Scott Summers) (Dream) (Clone) | Nightcrawler (Kurt Wagner) (Dream) (Clone)
Uncanny X-Men Vol 1 229;Main Series;Down Under;;;1988-05;;Chris Claremont;Marc Silvestri;X-Men | Storm (Ororo Munroe) | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Colossus (Peter Rasputin) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot | Madelyne Pryor;The Reavers (First appearance) | Bonebreaker (First appearance) | Pretty Boy (First appearance) | Skullbuster (First appearance);Roma | Gateway (First appearance) | Jessán Hoan (First appearance)
X-Factor Vol 1 28;Other Groups;Countdown!;;;1988-05;;Louise Simonson | Walter Simonson;Walter Simonson;X-Factor | Iceman (Bobby Drake) | Beast (Hank McCoy) | Marvel Girl (Jean Grey) | Cyclops (Scott Summers) | Trainees | Rictor | Boom-Boom | Leech | Artie Maddicks | Skids | Rusty Collins;Apocalypse | Death | Infectia (First appearance);Death
New Mutants Vol 1 64;Other Groups;Instant Replay!;;;1988-06;1988-02-09;Louise Simonson;Bret Blevins;New Mutants | Wolfsbane (Rahne) | Sunspot (Bobby) | Cannonball (Sam Guthrie) | Magik / Darkchilde (Illyana) | Mirage (Dani) | Warlock | Cypher (Doug) (Corpse, skeleton or other remains) | 🢐 Magneto (Magnus) 🢒;;Philip Ramsey | Sheila Ramsey
Uncanny X-Men Vol 1 230;Main Series;Twas the Night...;;;1988-06;;Chris Claremont;Marc Silvestri;X-Men | Storm (Ororo Munroe) | Wolverine (Logan) | Rogue | Psylocke (Betsy Braddock) | Colossus (Peter Rasputin) | Dazzler (Ali Blaire) | Havok (Alex Summers) | Longshot | Madelyne Pryor;;Gateway | New Mutants | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Magik (Illyana Rasputina) | Sunspot (Bobby Da Costa) | Wolfsbane (Rahne Sinclair) | Warlock | 🢐 Magneto (Erik Lehnsherr) 🢒
X-Factor Vol 1 29;Other Groups;Fame!;;;1988-06;;Louise Simonson;Walter Simonson;X-Factor | Cyclops (Scott) | Iceman | Marvel Girl | Beast (Hank) | Trainees | Rictor | Boom-Boom | Skids | Rusty Collins;Infectia | Infectia's Anti-Bodies | Harold -  (Death) | Fred -  (Death) | Mike -  (Death) | Greg -  (Death);Trish Tilby | Death
New Mutants Vol 1 65;Other Groups;Demons!;;;1988-07;1988-03-08;Louise Simonson;Bret Blevins;"5 | Marvel Database | Fandom |  |  |  |  |  |  |  |  | Marvel Database |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |   |   |   |  |  FANDOM |   |   |     Games    |   |     Anime    |   |     Movies    |   |     TV    |   |     Video    |  |   |      Wikis     |         Explore Wikis        |         Community Central        |  |   |     Start a Wiki    |  |   |    Register   |    Don't have an account?   |    Sign In   |  | Advertisement |  |      Marvel Database     | 278,564pages  |   |   |   |  |  Explore |   |  |  Main Page |  |  Discuss |  | All Pages |  | Community |  | Interactive Maps |  | Recent Blog Posts |  | Hubs |   |  | Comics |  | Movies |  | TV |  | Games |  | Characters |   |  | Heroes |   |  | Black Widow (Natasha Romanoff) |  | Captain America (Steve Rogers) |  | Captain Marvel (Carol Danvers) |  | Deadpool (Wade Wilson) |  | Hulk (Bruce Banner) |  | Iron Man (Tony Stark) |  | Spider-Man (Peter Parker) |  | Wolverine (Logan) |  | Villains |   |  | Green Goblin (Norman Osborn) |  | Magneto (Max Eisenhardt) |  | Loki Laufeyson |  | Red Skull (Johann Shmidt) |  | Thanos |  | Random Character |  | Comics |   |  | All Comics |  | Essential Reading |   |  | Fantastic Four #1 |  | Amazing Fantasy #15 (Spider-Man's First Appearance) |  | Tales of Suspense #39 (Iron Man's First Appearance) |  | Avengers #1 |  | Incredible Hulk #181 (Wolverine's First Appearance) |  | Random Comic |  | Imprints |   |  | MAX |  | Epic |  | Icon |  | See More... |  | Community |   |  | Connect With Us |   |  | Discord |  | Twitter |  | Policies and Guidelines |   |  | Manual of Style |  | Code of Conduct |  | Article Guidelines |  | Gallery Guidelines |  | Blocking Policy |  | Naming Conventions |  | Image Policy |  | Citing Sources |  | Consensus |  | Plagiarism |  | Need Help? |   |  | Find an Administrator |  | Learn the Basics |  | Glossary of Comic Terms |  | Ask on the Forums |  | Achievements |   |  | Achievements Leaderboard |  | List of Badges |  | Sister Sites |   |  | DC Comics Database |  | Image Comics Database |  | Dark Horse Comics Database |  | Malibu Comics Database |  | Discussions |  |  |   |   |  | in: | Comics, New Mutants Vol 1, Bret Blevins/Cover Artist,     | and | 55 more | Terry Austin/Cover Artist  | Week 10, 1988  | 1988 Cover Date  | 1988, July Cover Date  | Tom DeFalco/Editor-in-Chief  | New Mutants (Earth-616)/Appearances  | Samuel Guthrie (Earth-616)/Appearances  | Danielle Moonstar (Earth-616)/Appearances  | Roberto Da Costa (Earth-616)/Appearances  | Warlock (Technarch) (Earth-616)/Appearances  | Rahne Sinclair (Earth-616)/Appearances  | Max Eisenhardt (Earth-616)/Appearances  | Lockheed (Earth-616)/Appearances  | Katherine Pryde (Earth-616)/Appearances  | Forge (Earth-616)/Appearances  | S'ym (Earth-616)/Appearances  | Freedom Force (Earth-616)/Appearances  | Irene Adler (Earth-616)/Appearances  | Frederick Dukes (Earth-616)/Appearances  | Dominikos Petrakis (Earth-616)/Appearances  | St. John Allerdyce (Earth-616)/Appearances  | Louis Hamilton (Earth-616)/Appearances  | Frank Bohannan (Earth-616)/Appearances  | Rita Wayword (Earth-616)/Appearances  | Raven Darkhölme (Earth-616)/Appearances  | Martin Fletcher (Earth-616)/Appearances  | Piotr Rasputin (Earth-616)/Minor Appearances  | Rogue (Anna Marie) (Earth-616)/Minor Appearances  | Frederick Animus (Earth-616)/Minor Appearances  | Right (Earth-616)/Minor Appearances  | Earth/Appearances  | United States of America/Appearances  | New York (State)/Appearances  | Westchester County/Appearances  | North Salem/Appearances  | Salem Center/Appearances  | Xavier's School for Gifted Youngsters/Appearances  | New York City/Appearances  | Texas (State)/Appearances  | Dallas/Appearances  | Scotland/Appearances  | Muir Island/Appearances  | Mutant Research Center/Appearances  | Limbo (Otherplace)/Appearances  | Soulsword/Appearances  | X-Uniforms/Appearances  | Louise Simonson/Writer  | Bret Blevins/Penciler  | Terry Austin/Inker  | Glynis Oliver/Colorist  | Tom Orzechowski/Letterer  | Ann Nocenti/Editor  | Terry Kavanagh/Editor  | Mark Gruenwald/Editor  | Illyana Rasputina (Earth-616)/Quotes  |  |    English  | Русский | Türkçe |  |      New Mutants Vol 1 65     |       View source      |   |  |            History           |            Talk (0)           |  |  |  | watch      01:36 | We're Getting Mutants in the MCU - The Loop |   |     Do you like this video?     |  |  |     Play Sound    |  | New Mutants Vol 1 #65 |  | Previous Issue | Next Issue |  | New Mutants #64 | New Mutants #66 |  | Art by: Bret Blevins and Terry Austin | Release Date | March 8, 1988 | Cover Date | July, 1988 | Issue Details | Editor-in-Chief | Tom DeFalco | Original Price | $1.00 US$1.25 CAN50p UK | Pages | 32 |  | 1. ""Demons!"" | Appearances · Synopsis | Writer(s) | Louise Simonson | Penciler(s) | Bret Blevins | Inker(s) | Terry Austin | Colorist(s) | Glynis Oliver | Letterer(s) | Tom Orzechowski | Editor(s) | Ann NocentiTerry KavanaghMark Gruenwald |  |  All right! Forge has become one of my demons... and I'm gonna kill him, like he killed my brother!  | —Magik | Appearing in ""Demons!"" | Featured Character(s): | New Mutants | Magik / Darkchilde (Illyana) | Cannonball (Sam) | Mirage (Dani) | Sunspot (Bobby) | Warlock | Wolfsbane (Rahne) | Magneto";S'ym | Freedom Force | Destiny | Blob | Avalanche | Pyro | Stonewall | Crimson Commando | Spiral | Mystique | Super Sabre;Lockheed | Shadowcat (Kitty Pryde) | Forge
