ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Daredevil Vol 1 217;Main Series;The Sight Stealer;;;1985-04;;Denny O'Neil;David Mazzucchelli;Daredevil;The Cossack | The Gael;Black Widow | Foggy Nelson | Becky Blake | Glorianna O'Breen
Daredevil Vol 1 218;Main Series;All My Laurels You Have Riven Away;;;1985-05;;Denny O'Neil;Sal Buscema;Daredevil;Jester;Foggy Nelson | Glorianna O'Breen
Daredevil Vol 1 219;Main Series;Badlands;;;1985-06;1985-02-26;Frank Miller;John Buscema;Matt Murdock;Billy Stillwell (First and only known appearance, dies) | Beaver Stillwell (First and only known appearance, dies) | Myrtle Stillwell (First and only known appearance, dies) | Lieutenant Morris Costello (First and only known appearance, dies);The Biker (First and only known appearance, dies)
Daredevil Vol 1 220;Main Series;Fog;;;1985-07;1985-03-26;Denny O'Neil;David Mazzucchelli;🢐 Daredevil (Matt Murdock) 🢒;Silvio Gulio (First and only known appearance);Foggy Nelson | Becky Blake | Heather Glenn (Death)
Daredevil Vol 1 221;Main Series;Behold My Vengeance;;;1985-08;;Denny O'Neil;David Mazzucchelli;Daredevil;Emilio Reuss (First and only known appearance, dies) | Council of Ten (First and only known appearance);Foggy Nelson | Ben Urich
Daredevil Vol 1 222;Main Series;Fear In a Handful of Dust;;;1985-09;;Denny O'Neil;David Mazzucchelli;Daredevil;The Mudd Brothers | Junius Mudd (First appearance) | Burley Mudd (First appearance) | Harbor Mudd (First appearance) | Drawley Mudd (First appearance);Foggy Nelson | Becky Blake | Black Widow | Glorianna O'Breen
Daredevil Vol 1 223;Main Series;The Price;;Secret Wars II;1985-10;;Denny O'Neil | Jim Shooter;David Mazzucchelli;Daredevil;Skeeter Frizzle;Foggy Nelson | Becky Blake | Glorianna O'Breen | 🢐 The Beyonder 🢒
Daredevil Vol 1 224;Main Series;Abe;;;1985-11;;Jim Owsley;Dan Jurgens | Geof Isherwood;Daredevil;Sunturion (First appearance) (Death);"Abraham ""Abe"" Walker (First appearance)"
Daredevil Vol 1 225;Main Series;And Then You Die;;;1985-12;;Denny O'Neil;David Mazzucchelli;Daredevil (Matt Murdock);Vulture (Adrian Toomes);Foggy Nelson
Daredevil Vol 1 226;Main Series;Warriors;;;1986-01;;Frank Miller | Denny O'Neil;David Mazzucchelli;Daredevil (Matt Murdock);Melvin Potter | Kidnappers;Becky Blake | Foggy Nelson | Glorianna O'Breen | Stick (Only in flashback)
Daredevil Vol 1 227;Main Series;Apocalypse;;;1986-02;;Frank Miller;David Mazzucchelli;🢐 Daredevil (Matt Murdock) 🢒;🢐 Kingpin (Wilson Fisk) 🢒 | Wesley 🢒 (First appearance) | 🢐 Nick Manolis 🢒;🢐 Karen Page 🢒 | 🢐 Glori O'Breen 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Ben Urich 🢒
Daredevil Vol 1 228;Main Series;Purgatory;;;1986-03;;Frank Miller;David Mazzucchelli;🢐 Matt Murdock 🢒;🢐 Kingpin 🢒;🢐 Foggy Nelson 🢒 | 🢐 Glori O'Breen 🢒 | 🢐 Karen Page 🢒 | 🢐 Ben Urich 🢒
Daredevil Vol 1 229;Main Series;Pariah;;;1986-04;;Frank Miller;David Mazzucchelli;🢐 Matt Murdock 🢒 (Main story and flashback);🢐 Kingpin (Wilson Fisk) 🢒 | 🢐 Turk 🢒 | 🢐 Grotto | Lois 🢒 (First appearance) (Unnamed);Jack Murdock (Voice) (Only in flashback) | 🢐 Maggie Murdock 🢒 (First appearance) (Main story and flashback) | 🢐 Foggy Nelson 🢒 | 🢐 Glorianna O'Breen 🢒 | 🢐 Karen Page 🢒 | 🢐 Ben Urich 🢒 | 🢐 Nick Manolis 🢒
Daredevil Vol 1 230;Main Series;Born Again;;;1986-05;;Frank Miller;David Mazzucchelli;🢐 Matt Murdock 🢒 (Main story and flashback);🢐 Kingpin (Wilson Fisk) 🢒 (Main story and flashback) | 🢐 Paulo Scorcese 🢒 | 🢐 Wesley 🢒 | 🢐 Lois 🢒 (Unnamed) | Felix 🢒 (First appearance);🢐 Sister Maggie 🢒 | 🢐 Karen Page 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Glori O'Breen 🢒 | 🢐 Ben Urich 🢒 | 🢐 Nick Manolis (Death) | 🢐 Melvin Potter 🢒
Daredevil Vol 1 231;Main Series;Saved;;;1986-06;;Frank Miller;David Mazzucchelli;🢐 Matt Murdock 🢒;🢐 Kingpin (Wilson Fisk) 🢒 | Kingpin's Henchmen | 🢐 Wesley 🢒 | 🢐 Lois 🢒 | Switzer (First appearance) | 🢐 Paulo Scorcese (Last appearance) | 🢐 Felix Manning (Death) | Michael Kemp (First and only known appearance, dies);🢐 Ben Urich 🢒 | 🢐 Melvin Potter 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒
Daredevil Vol 1 232;Main Series;God and Country;;;1986-07;;Frank Miller;David Mazzucchelli;🢐 Daredevil (Matt Murdock) 🢒 (Returns as Daredevil);🢐 Nuke (Frank Simpson) 🢒 (First appearance) | 🢐 Kingpin (Wilson Fisk) 🢒 | Kingpin's Henchmen | Coogan (First and only known appearance, dies) | 🢐 Lois (Death) | Blanders (First and only known appearance, dies);🢐 Karen Page 🢒 | 🢐 Ben Urich 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Glori O'Breen 🢒
Elektra Assassin Vol 1 1;Special;Hell and Back;;;1986-08;1986-07-08;Frank Miller;Bill Sienkiewicz;Elektra;The Beast (First appearance) | Ambassador Reich (First appearance) | The Hand (Vision);Christina Natchios (Vision) | Matt Murdock (Vision) | Stick (Vision)
Daredevil Vol 1 233;Main Series;Armageddon;;;1986-08;;Frank Miller;David Mazzucchelli;🢐 Daredevil (Matt Murdock) 🢒;🢐 Nuke 🢒 (Origin revealed) (Apparent death) | 🢐 Kingpin 🢒 | Kingpin's Henchmen | 🢐 Wesley 🢒 | Winch (First appearance) | Mr. Glazer (First and only known appearance, dies) | Mr. Ornstein (First appearance);🢐 Ben Urich 🢒 | 🢐 Glori O'Breen 🢒 | Avengers | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor 🢒 (Cameo) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Maggie Murdock 🢒 | 🢐 Karen Page 🢒
Elektra Assassin Vol 1 2;Special;The Ugly Man;;;1986-09;1986-08-05;Frank Miller;Bill Sienkiewicz;Elektra;The Beast;John Garrett (First appearance)
Daredevil Vol 1 234;Main Series;Madcasting;;;1986-09;;Mark Gruenwald;Steve Ditko;🢐 Daredevil 🢒;"The Rose | Mobsters | Louie | Frank | Davey | Max ""the Axe"" | NYPD Officers | Joe";🢐 Madcap 🢒 | 🢐 Dollar Bill 🢒
Elektra Assassin Vol 1 3;Special;Rough Cut;;;1986-10;1986-09-09;Frank Miller;Bill Sienkiewicz;Elektra (Elektra Natchios);The Beast;John Garrett
Daredevil Vol 1 235;Main Series;A Safe Place;;;1986-10;;Danny Fingeroth;Steve Ditko;🢐 Daredevil 🢒;The Fixer (Only in flashback) | Mister Hyde;Jonathan Murdock (Only in flashback) | Karen Page
Elektra Assassin Vol 1 4;Special;Young Love;;;1986-11;1986-10-07;Frank Miller;Bill Sienkiewicz;Elektra (Elektra Natchios);Brad (First and only known appearance, dies) | Ken Wind | The Beast;John Garrett
Daredevil Vol 1 236;Main Series;American Dreamer;;;1986-11;;Ann Nocenti;Barry Windsor-Smith;Daredevil (Matt Murdock);Jack Hazzard 🢒 (First appearance) (Death);Black Widow (Natasha Romanoff)
Elektra Assassin Vol 1 5;Special;Chastity;;;1986-12;1986-11-11;Frank Miller;Bill Sienkiewicz;Elektra (Elektra Natchios);Ken Wind (Appears on screen) | The Hand | The Beast;John Garrett
Daredevil Vol 1 237;Main Series;Context;;;1986-12;;John Harkness;Louis Williams;Daredevil;Klaw;Black Widow | Karen Page
Elektra Assassin Vol 1 6;Special;What We're Fighting For;;;1987-01;1986-12-09;Frank Miller;Bill Sienkiewicz;Elektra (Elektra Natchios);Arthur Perry | Chuck the Dwarf (First appearance) | Ken Wind | The Beast;John Garrett
Daredevil Vol 1 238;Main Series;It Comes with the Claws;;;1987-01;;Ann Nocenti;Sal Buscema;🢐 Daredevil (Matt Murdock) 🢒;Marauders | 🢐 Sabretooth (Victor Creed) 🢒;Fatboys | 🢐 Butch 🢒 | 🢐 Darla 🢒 | Bob (First appearance) | Jake (First appearance) | Unnamed girl  (First and only known appearance) | Raphael (gang leader) (First appearance)
Elektra Assassin Vol 1 7;Special;Vox Populi;;;1987-02;1987-01-06;Frank Miller;Bill Sienkiewicz;Elektra (Elektra Natchios);Hand | Arthur Perry | Chuck the Dwarf | The Beast;John Garrett
Daredevil Vol 1 239;Main Series;Bad Plumbing;;;1987-02;;Ann Nocenti;Louis Williams;Daredevil;Rotgut (First appearance);Black Widow | Karen Page
Elektra Assassin Vol 1 8;Special;Hail to the Chief;;;1987-03;1987-02-10;Frank Miller;Bill Sienkiewicz;Elektra;Ken Wind | Hand | Arthur Perry (Death) | Chuck the Dwarf (Death) | The Beast;John Garrett
Daredevil Vol 1 240;Main Series;The Face You Deserve;;;1987-03;;Ann Nocenti;Louis Williams;Daredevil (Matthew Murdock);Rotgut;Karen Page | The Fatboys | Hilda
Daredevil Vol 1 241;Main Series;Black Christmas;;;1987-04;;Ann Nocenti;Todd McFarlane;🢐 Daredevil 🢒;The Trixter (First and only known appearance);Karen Page | Fatboys | Butch | Freddie
Daredevil Vol 1 242;Main Series;Caviar Killer;;;1987-05;;Ann Nocenti;Keith Pollard;🢐 Daredevil (Matthew Murdock) 🢒;"Joe, the ""Caviar Killer"" (First and only known appearance)";Karen Page | Ben Urich
Daredevil Vol 1 243;Main Series;Don't Touch Me;;;1987-06;;Ann Nocenti;Louis Williams;Daredevil;Danny Guitar (First appearance) | The Nameless One (First appearance);Karen Page
Daredevil Vol 1 244;Main Series;Touch Me;;;1987-07;;Ann Nocenti;Louis Williams;Daredevil (Matt Murdock);Mambo Ezili | The Nameless One | Danny Guitar;"Karen Page | NYPD | ""Bucko"" Leary"
Daredevil Vol 1 245;Main Series;Burn!;;;1987-08;;Ann Nocenti;Chuck Patton;Daredevil (Matt Murdock);;Black Panther (T'Challa) (Main story and flashback) | Mr. Wheeler (First appearance) (Main story and flashback)
Daredevil Vol 1 246;Main Series;Bad Guy;;;1987-09;;Jim Owsley;Tom Morgan;Daredevil (Matthew Murdock);Chance (Nicholas Powell);Nigel Townes (First appearance)
Daredevil Vol 1 247;Main Series;The Backwards Man;;;1987-10;;Ann Nocenti;Keith Giffen;Daredevil (Matt Murdock);Agent Crock (First and only known appearance) | C.I.A.;Black Widow (Natasha Romanoff) | Jack Murdock (Only in flashback)
Daredevil Vol 1 248;Main Series;A Cage in Search of a Bird...;;;1987-11;;Ann Nocenti;Rick Leonardi;🢐 Daredevil (Matt Murdock) 🢒;Bushwacker 🢒 (First appearance) | 🢐 Kingpin (Wilson Fisk) 🢒;🢐 Foggy Nelson 🢒 | 🢐 Glorianna O'Breen 🢒 | 🢐 Karen Page 🢒
Daredevil Vol 1 249;Main Series;Kiss and Kill;;;1987-12;;Ann Nocenti;Rick Leonardi;🢐 Daredevil 🢒;🢐 Bushwacker 🢒;🢐 Karen Page 🢒 | 🢐 Wolverine 🢒
Daredevil Vol 1 250;Main Series;Boom;;;1988-01;;Ann Nocenti;John Romita Jr.;Daredevil;Bullet (First appearance) | Mr. Fasolino (name revealed next issue);Karen Page | Glorianna O'Breen | Foggy Nelson
Daredevil Vol 1 251;Main Series;Save the Planet!;;;1988-02;;Ann Nocenti;John Romita Jr.;Daredevil;Kingpin | Bullet | Mr. Fasolino (name revealed);"Foggy Nelson | Glorianna O'Breen | Karen Page | ""Bucko"" Leary | Lance"
Daredevil Vol 1 252;Main Series;Ground Zero;;Fall of the Mutants;1988-03;;Ann Nocenti;John Romita Jr;Daredevil (Matt Murdock);Bullet | Ammo (First appearance) | Bad Seed (First and only known appearance);Karen Page | Black Widow (Natasha Romanoff)
Daredevil Vol 1 253;Main Series;Merry Christmas, Kingpin!;;;1988-04;;Ann Nocenti;John Romita Jr.;🢐 Daredevil 🢒;Wildboys (First appearance) | Spit (First appearance) | Jet (First appearance) | Kingpin;Karen Page
Daredevil Vol 1 254;Main Series;Typhoid;;;1988-05;;Ann Nocenti;John Romita Jr.;🢐 Daredevil 🢒;Typhoid Mary 🢒 (First appearance) | 🢐 Kingpin 🢒;Karen Page | Stick (Only in flashback) | Glorianna O'Breen | Foggy Nelson (photograph)
Daredevil Vol 1 255;Main Series;Temptation!;;;1988-06;;Ann Nocenti;John Romita Jr;🢐 Daredevil 🢒;🢐 Kingpin 🢒 | 🢐 Typhoid Mary 🢒;Karen Page | Foggy Nelson
Daredevil Vol 1 256;Main Series;Blindspots;;;1988-07;;Ann Nocenti;John Romita Jr.;🢐 Daredevil (Matt Murdock) 🢒;🢐 Kingpin (Wilson Fisk) 🢒 | 🢐 Typhoid Mary (Mary Walker) 🢒;Karen Page | Glorianna O'Breen | Foggy Nelson
Daredevil Vol 1 257;Main Series;The Bully;;;1988-08;;Ann Nocenti;John Romita Jr.;🢐 Daredevil 🢒;🢐 Typhoid Mary 🢒 | Kingpin | Alfred Coppersmith;"🢐 The Punisher 🢒 | Foggy Nelson | ""Bucko"" Leary"
Daredevil Vol 1 258;Main Series;I Heard the Jungle Breathe;;;1988-09;;Fabian Nicieza;Ron Lim;🢐 Daredevil 🢒;Bengal (First appearance);Willie Lincoln (Main story and flashback) | Foggy Nelson
Daredevil Vol 1 259;Main Series;The Children Are Watching You;;;1988-10;;Ann Nocenti;John Romita Jr.;🢐 Daredevil (Matt Murdock) 🢒;Kingpin (Wilson Fisk) | 🢐 Typhoid Mary (Mary Walker) 🢒 | Bullet | Ammo | The Wildboys | Spit | Jet | Bushwacker (Carl Burbank);Karen Page | Foggy Nelson
Daredevil Vol 1 260;Main Series;Vital Signs;;;1988-11;;Ann Nocenti;John Romita Jr;🢐 Daredevil (Matt Murdock) 🢒;🢐 Typhoid Mary (Mary Walker) 🢒 | Bullet (Buck Cashman) | Bushwacker (Carl Burbank) | Ammo | The Wildboys | Spit | Jet | Bullseye (Hallucination) | Gladiator (Melvin Potter) (Hallucination) | Kingpin (Hallucination);Karen Page | Jack Murdock (Hallucination)
Daredevil Vol 1 261;Main Series;Meltdown;;;1988-12;;Ann Nocenti;John Romita Jr.;🢐 Daredevil 🢒;Kingpin | 🢐 Typhoid Mary 🢒;Human Torch | Karen Page | Foggy Nelson
Daredevil Vol 1 262;Main Series;I Found Me in a Gloomy Wood Astray;;Inferno;1989-01;;Ann Nocenti;John Romita Jr.;🢐 Daredevil 🢒;🢐 Typhoid Mary 🢒;"Karen Page | Black Widow | Stick (Dream) | ""Bucko"" Leary"
Daredevil Vol 1 263;Main Series;In Bitterness Not Far from Death...;;Inferno;1989-02;;Ann Nocenti;John Romita Jr;🢐 Daredevil 🢒;Kingpin | Typhoid Mary | Mephisto | Inferno Demons;Karen Page
Daredevil Vol 1 264;Main Series;Baby Boom!;;;1989-03;;Ann Nocenti;Steve Ditko;🢐 Daredevil 🢒;The Bombers (First appearance) (Gang) | Einstein (First appearance) | The Owl | Cannibals (First appearance) (Gang) | Bloods (First appearance) (Gang);
Daredevil Vol 1 265;Main Series;We Again Beheld the Stars;;Inferno;1989-04;;Ann Nocenti;John Romita Jr.;Daredevil (Matt Murdock);Demonic Dentist | Inferno Demons;Fatboys | Butch | Darla
Daredevil Vol 1 266;Main Series;A Beer with the Devil;;;1989-05;1989-01-03;Ann Nocenti | John Romita Jr.;John Romita Jr.;Daredevil;Mephisto;
Daredevil Vol 1 267;Main Series;Cremains;;;1989-06;;Ann Nocenti;John Romita Jr.;Daredevil;Bullet;Maggie
Daredevil Vol 1 268;Main Series;Golden Rut;;;1989-07;;Ann Nocenti;John Romita Jr;Daredevil;Hank | Kingpin (Mentioned);Raymo | Sally
Daredevil Vol 1 269;Main Series;Lone Stranger;;;1989-08;;Ann Nocenti;John Romita Jr.;Daredevil;Freedom Force | Blob | Pyro | Spiral;Amanda (First and only known appearance)
Daredevil Vol 1 270;Main Series;Blackheart!;;;1989-09;1989-05-02;Ann Nocenti;John Romita Jr.;🢐 Daredevil (Matt Murdock) 🢒;Blackheart 🢒 (First appearance) | 🢐 Mephisto 🢒;🢐 Spider-Man (Peter Parker) 🢒
Daredevil Annual Vol 1 4B;Special;A Friend in Need...;;Atlantis Attacks;1989-09;1989-05-23;Gerry Conway;Mark Bagley;Daredevil (Matt Murdock);Tyrannus (Romulus Augustulus) | Viper | Serpent God (First appearance);Leo Baxter (First appearance) (Main story and flashback) | Spider-Man (Peter Parker) | Doctor Strange (Stephen Strange)
Daredevil Vol 1 271;Main Series;Genetrix;;;1989-10;;Ann Nocenti;John Romita Jr.;Daredevil;Skip Ash;Brandy Ash | Shotgun (First appearance)
Daredevil Vol 1 272;Main Series;Liberation;;;1989-11;1989-07-04;Ann Nocenti;John Romita Jr.;Daredevil;Shotgun | Skip Ash;Brandy | Number Nine
Daredevil Vol 1 273;Main Series;The Billion Dollar Ashtray;;;1989-11;1989-08-01;Ann Nocenti;John Romita Jr.;Daredevil;Shotgun | Skip Ash;Brandy | Number Nine
Daredevil Vol 1 274;Main Series;Bombs & Lemonade;;;1989-12;;Ann Nocenti;John Romita Jr.;Daredevil;Skip Ash;Brandy (Main story and flashback) | Number Nine
Daredevil Vol 1 275;Main Series;False Man;;Acts of Vengeance;1989-12;;Ann Nocenti;John Romita Jr.;Daredevil;Ultron | Dr. Doom (Victor von Doom);Karnak | Gorgon | Lockjaw | Number Nine | Brandy | Skip Ash
Daredevil Vol 1 276;Main Series;The Hundred Heads of Ultron;;Acts of Vengeance;1990-01;;Ann Nocenti;John Romita Jr.;Daredevil;Ultron;Brandy Ash | Number Nine | Karnak | Gorgon | Skip Ash
Daredevil Vol 1 277;Main Series;Of Crowns and Horns;;;1990-02;;Ann Nocenti;Rick Leonardi;Daredevil;;Daniel | Vivian
Elektra Lives Again Vol 1 1;Special;Elektra Lives Again;;;1990-03;1990-12-11;Frank Miller;Frank Miller;Matt Murdock;The Hand | Jonin | Bullseye (Lester) (Death) | Jean-Marc Gillon  (Dream) | Lucius Gant  (Dream) | Kirigi (Mentioned);Elektra (Dream, resurrected and back to death) | Alice Courtney | Foggy Nelson | Betsy Beatty  (Appears on screen)
Daredevil Vol 1 278;Main Series;The Deadly Seven;;;1990-03;;Ann Nocenti;John Romita Jr.;🢐 Daredevil (Matt Murdock) 🢒;🢐 Blackheart 🢒 | 🢐 Mephisto 🢒;🢐 Brandy Ash 🢒 | Inhumans | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | Black Bolt (Mentioned) | 🢐 Number Nine 🢒 | 🢐 Skip Ash (Last appearance)
Daredevil Vol 1 279;Main Series;Before the Flame;;;1990-04;;Ann Nocenti;John Romita Jr.;Daredevil;Mephisto | Blackheart;🢐 Pope 🢒 | Brandy | Number Nine | Karnak | Gorgon
Daredevil Vol 1 280;Main Series;Twilight of the Idols;;;1990-05;;Ann Nocenti;John Romita Jr.;Daredevil;Mephisto;Number Nine | Gorgon | Karnak | Brandy Ash | 🢐 Pope 🢒
Daredevil Annual Vol 1 6;Special;Predator;;Lifeform;1990-06;1990-04-10;Gregory Wright;Cam Kennedy;Daredevil (Matt Murdock);🢐 Lifeform (George Prufrock) 🢒;Ben Urich
Daredevil Vol 1 281;Main Series;Heaven Is Knowing Who You Are;;;1990-06;;Ann Nocenti;John Romita Jr.;Daredevil;Mephisto | Blackheart;Brandy | 🢐 Pope 🢒 | Number Nine | Karnak | Gorgon
Daredevil Vol 1 282;Main Series;Crooked Halos;;;1990-07;;Ann Nocenti;John Romita Jr.;Daredevil;Mephisto | Blackheart;Brandy (Death) | 🢐 Pope 🢒 | Gorgon | Karnak | Number Nine | 🢐 Silver Surfer (Norrin Radd) 🢒
Daredevil Vol 1 283;Main Series;The American Nightmare;;;1990-08;;Ann Nocenti;Mark Bagley;Daredevil;;🢐 Captain America 🢒 | Victor Cieszkowska (First appearance)
Daredevil Vol 1 284;Main Series;The Outsider;;;1990-09;;Ann Nocenti;Lee Weeks;Jack Murdock;🢐 Bullseye 🢒(Impersonating Daredevil) | Typhoid Mary (Only in flashback) | Kingpin (Only in flashback) | Mephisto (Only in flashback);Karen Page (Only in flashback) | Captain America (Only in flashback)
Daredevil Vol 1 285;Main Series;The Shadowman;;;1990-10;;Ann Nocenti;Lee Weeks;Jack Murdock;Bullseye(Impersonating Daredevil);NYPD | Bucko Leary | Charlie
Daredevil Vol 1 286;Main Series;The Thief;;;1990-11;;Ann Nocenti;Greg Capullo;Jack Murdock;🢐 Bullseye 🢒(Impersonating Daredevil);Ben Urich | Nyla Skin
Daredevil Vol 1 287;Main Series;The Fighter;;;1990-12;;Ann Nocenti;Lee Weeks;Daredevil (Matt Murdock);🢐 Bullseye 🢒(Impersonating Daredevil) | Kingpin (Wilson Fisk);Ben Urich | Nyla Skin | Marcus | Foggy Nelson
Daredevil Vol 1 288;Main Series;The Student;;;1991-01;;Ann Nocenti;Lee Weeks;Jack Murdock;🢐 Bullseye 🢒(Impersonating Daredevil) | Kingpin;Nyla Skin | Ben Urich
Daredevil Vol 1 289;Main Series;The Hero;;;1991-02;;Ann Nocenti;Kieron Dwyer;Daredevil;🢐 Bullseye 🢒 (Impersonating Daredevil) | Kingpin;Nyla Skin | Ben Urich
Daredevil Vol 1 290;Main Series;Bullseye!;;;1991-03;;Ann Nocenti;Kieron Dwyer;Daredevil (Impersonating Bullseye);🢐 Bullseye 🢒 (Impersonating Daredevil) | Kingpin;Foggy Nelson
Daredevil Vol 1 291;Main Series;All The News That Fits;;;1991-04;;Ann Nocenti;Lee Weeks;Daredevil;Bullet | Kingpin;Ben Urich | Foggy Nelson
Daredevil Annual Vol 1 7;Special;Crippling Death (Von Strucker Gambit, Pt. 1);;Von Strucker Gambit;1991-05;1991-04-02;Gregory Wright;Ron Garney;Daredevil (Matt Murdock);Hydra | Baron von Strucker | Cassandra Romulus | Guillotine (First appearance) | Sathan (First and only known appearance, dies) | Crippler (Karl Striklan) (First appearance) | Ron Takimoto (First appearance) | Dakini (First appearance);S.H.I.E.L.D. | Nick Fury | Alexander Goodwin Pierce | Ben Urich
Daredevil Vol 1 292;Main Series;Body Count;;;1991-05;;Dan G. Chichester;Lee Weeks;🢐 Daredevil 🢒;🢐 Taskmaster 🢒 | Tombstone | Kingpin | Typhoid Mary;Foggy Nelson | 🢐 Punisher 🢒
Daredevil Vol 1 293;Main Series;Murder by Numbers;;;1991-06;;Dan G. Chichester;Lee Weeks;Daredevil (Matt Murdock);🢐 Taskmaster 🢒 | Tombstone (Lonnie Lincoln) | Kingpin (Wilson Fisk) | Colonel Strang (Wolfgang von Strucker);🢐 Punisher (Frank Castle) 🢒 | Christine Harris (First appearance) | The Hand | Jonin
Daredevil Vol 1 294;Main Series;The Infernal Mysteries;;;1991-07;;D.G. Chichester;Lee Weeks;Daredevil (Matt Murdock);The Hand | The Jonin | Izanami | Kingpin (Wilson Fisk) | Typhoid Mary (Mary Walker);Foggy Nelson | Karen Page | Ben Urich
Daredevil Vol 1 295;Main Series;Through the Eyes of the Enemy;;;1991-08;;Dan G. Chichester;Lee Weeks;🢐 Daredevil (Matt Murdock) 🢒;Hand (Main story and flashback) | 🢐 Jonin 🢒 (Appears in flashback) | 🢐 Izanami 🢒 | Hydra (Only in flashback) | 🢐 Baron Wolfgang von Strucker 🢒 (Only in flashback) | Several Nazi Generals (Only in flashback) | Fisk Industries | 🢐 Kingpin (Wilson Fisk) 🢒 | Maltese (First appearance) | 🢐 Typhoid Mary (Mary Walker) 🢒;🢐 Ghost Rider (Danny Ketch) 🢒 | 🢐 Mad Dog 🢒
Daredevil Vol 1 296;Main Series;Balancing Act;;;1991-09;1991-07-02;D.G. Chichester;Ron Garney;Daredevil (Matt Murdock);The Hand | The Jonin (Death) | Izanami (Death) | Spear | Kingpin (Wilson Fisk);Karen Page | Chaste | Stone | Flame | Star | Wing
Daredevil Vol 1 297;Main Series;Last Rites, Part 1 of 4: Passion;;;1991-10;1991-08-06;Dan G. Chichester;Lee Weeks;Daredevil;Kingpin | Typhoid Mary;Karen Page | Foggy Nelson
Daredevil Vol 1 298;Main Series;Last Rites, Part 2 of 4: Turnabout;;;1991-11;;Dan G. Chichester;Lee Weeks;Daredevil;Kingpin | Hydra | Baron von Strucker | Lt. Garotte (Tyrannus Cordin) | Antwoin Molare (First and only known appearance, dies);"Nick Fury | Larry ""Mad Dog"" Cass"
Daredevil Vol 1 299;Main Series;Last Rites, Part 3 of 4: Regicide;;;1991-12;;D.G. Chichester;Lee Weeks;Daredevil (Matt Murdock);"Kingpin (Wilson Fisk) | HYDRA | Baron Wolfgang Von Strucker | Lieutenant Garotte | Salvatore ""Side Pockets"" Buchetto";Karen Page | Nick Fury
Daredevil Vol 1 300;Main Series;Last Rites, Part 4 of 4: Long Live the King;;;1992-01;;Dan G. Chichester;Lee Weeks;Daredevil;Kingpin;J. Jonah Jameson | Kathy Malper
Daredevil Vol 1 301;Main Series;The Raptor;;;1992-02;;D.G. Chichester;M.C. Wyman;Daredevil;The Owl;Foggy Nelson | Ben Urich
Daredevil Vol 1 302;Main Series;Nocturnal Hunter;;;1992-03;;D.G. Chichester;M.C. Wyman;Daredevil;The Owl;Karen Page
Daredevil Vol 1 303;Main Series;Dark and Deliverance;;;1992-04;;D.G. Chichester;M. C. Wyman;Daredevil (Matt Murdock);The Owl (Leland Owlsley) | Doctor Octopus (Otto Octavius) (Only in flashback);Foggy Nelson
Daredevil Vol 1 304;Main Series;34 Hours;;;1992-05;;D.G. Chichester;Ron Garney;Daredevil (Matt Murdock);Various Thugs | Benjamin Ragguch;Foggy Nelson | Karen Page
Daredevil Vol 1 305;Main Series;Under The Knife;;;1992-06;;D.G. Chichester;Scott McDaniel;Daredevil;Surgeon General (First appearance);🢐 Spider-Man 🢒 | Karen Page | Foggy Nelson
Daredevil Vol 1 306;Main Series;Emergency Procedure;;;1992-07;;D.G. Chichester;Scott McDaniel;Daredevil;Surgeon General;🢐 Spider-Man 🢒 | Foggy Nelson | Karen Page
Daredevil Vol 1 307;Main Series;Blind Openers;;Dead Man's Hand;1992-08;;D.G. Chichester;Scott McDaniel;Daredevil (Matthew Murdock);"Tombstone (Lonnie Lincoln) | The Hand | Izanami (Naomi Chu) | The Jonin | Justin Hammer | Slug (Ulysses Lugman) | Fenris | Secret Empire | 🢐 Number Two 🢒 | Hydra | Werner Von Strucker | ""Snakeskin"" (Werner's bodyguard) | Silvermane (Silvio Manfredi) | Hammerhead | Tatsu'o";Foggy Nelson | Nomad (Jack Monroe)
Daredevil Annual Vol 1 8;Special;Maxed Out;;System Bytes;1992-09;1992-05-05;Gregory Wright;M.C. Wyman;Daredevil (Matt Murdock);Bushwacker (Carl Burbank) | Mazzilli;Max E. Mumm | Deathlok (Michael Collins) | Foggy Nelson
Daredevil Vol 1 308;Main Series;Dealing from the Bottom;;Dead Man's Hand;1992-09;;D.G. Chichester;Scott McDaniel;Daredevil (Matthew Murdock);The Word | The Secret Empire | Maggia | Hammerhead | Tombstone (Lonnie Lincoln) | The Hand | Jonin | Butch | Yakuza | Tatsu'o | Jackie | Fenris | Andreas von Strucker | Andrea von Strucker | Hydra | Werner von Strucker | Snakeskin (Werner's bodyguard) | Hammer Industries | Justin Hammer | The Slug (Ulysses Lugman) | Terror | Silvermane (Silvio Manfredi);Foggy Nelson | Punisher (Frank Castle)
