ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
West Coast Avengers Vol 3 1;Secondary;;;;2018-10;2018-08-22;Kelly Thompson;Stefano Caselli;West Coast Avengers (Reassembles) (Main story and flashback) | Hawkeye (Clint Barton) (Rejoins team) (Main story and flashback) | Fuse (Johnny Watts) (First appearance as Fuse) (Joins group) (Surname first revealed) (Main story and flashback) | Hawkeye (Kate Bishop) (Joins group) (Main story and flashback) | Ms. America (America Chavez) (Joins group) (Main story and flashback) | Gwenpool (Gwen Poole) (Joins group) (Main story and flashback) | Kid Omega (Quentin Quire) (Joins group) (Main story, flashback and flashforward);Land Sharks (First appearance) (Only in flashback) | Tigra (Greer Nelson) (Secretly controlled) | A.I.M. (Behind the scenes);Unnamed reality television crew (First appearance) (Behind the scenes in main story, appear in flashback, and behind the scenes in flashforward) | B.R.O.D.O.K. (Bio-Robotic Organism Designed Overwhelmingly for Kissing) (First appearance as B.R.O.D.O.K.)
Avengers Vol 8 7;Main Series;Fire and Bone;;;2018-11;2018-09-05;Jason Aaron;Sara Pichelli;Ghost Rider (Ghost) (First appearance chronologically) (Name first revealed) (Joins the Avengers of 1,000,000 BC);Wendigo (First appearance);Mephisto
Avengers Vol 8 8;Main Series;Inside Avengers Mountain;;;2018-11;2018-09-19;Jason Aaron;David Marquez;Avengers (Main story and flashback) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow) (Main story and flashback) | Captain America (Steve Rogers) (Main story and flashback) | Thor (Odinson) (Main story and flashback) | Iron Man (Tony Stark) (Main story and flashback) | Captain Marvel (Col. Carol Danvers) (Only in flashback) | She-Hulk (Jen Walters) (Main story and flashback) | Doctor Strange (Stephen Strange) (Main story and flashback) (Becomes a reserve member) | Black Panther (King T'Challa) (Main story and flashback);Final Host of Dark Celestials (Only in flashback) | Callus the Void (Only in flashback) | Valknar the Exhumer (Only in flashback) | Obliteron (Only in flashback) | Loki (Only in flashback) | Progenitor (Corpse, skeleton or other remains) (Only in flashback);Gabe Reyes (Voice) | First Celestial Host (Only in flashback) | Eson the Searcher (Only in flashback) | Tefral the Surveyor (Only in flashback) | Ziran the Tester (Only in flashback) | Arishem the Judge (Only in flashback) | Numerous unidentified others (Only in flashback) | Alpha Flight
West Coast Avengers Vol 3 2;Secondary;;;;2018-11;2018-09-19;Kelly Thompson;Stefano Caselli;West Coast Avengers (Main story and flashforward) | Hawkeye (Clint Barton) (Main story and flashforward) | Hawkeye (Kate Bishop) (Main story and flashforward) | Gwenpool (Gwen Poole) | Fuse (Johnny Watts) (Main story and flashforward) | Ms. America (America Chavez) (Main story and flashforward) | Kid Omega (Quentin Quire) (Main story and flashforward);A.I.M. (First appearance as Advanced Image Mechanics) (Main story and flashback) | Tigra (Greer Nelson) (Main story and flashback) (Controlled by B.R.O.D.O.K.) | B.R.O.D.O.K. (Main story and flashback) | Bridgette (First appearance in shadow only) (Unnamed) (Controlled by B.R.O.D.O.K.) | Numerous unidentified others (First appearance in shadow only) (Controlled by B.R.O.D.O.K.);Unnamed reality television crew (Main story and behind the scenes in flashforward)
Avengers Vol 8 9;Main Series;The Defenders of the Deep;;;2018-12;2018-10-10;Jason Aaron;David Marquez;Avengers (Only in flashback) | Captain Marvel (Carol Danvers) (Only in flashback) | Thor (Odinson) (Only in flashback) | Captain America (Steve Rogers) (Only in flashback) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow) (Only in flashback) | She-Hulk (Jen Walters) (Only in flashback) | Iron Man (Tony Stark) (Only in flashback) | Black Panther (King T'Challa) (Only in flashback);Defenders of the Deep (First appearance) | Tiger Shark (Todd Arliss) (Joins group) | King Namor the Sub-Mariner (Joins group) (Main story and flashback) | Orka (Joins group) | Bloodtide (Joins group) | Manowar (Joins group) | Piranhas (First appearance) (Unnamed) (Joins group) | Echidna (Joins group) | Andromeda (Joins group) | King Crab (First appearance) (Unnamed) (Joins group) | War Sharks (First appearance) | Atlantean Army (Only in flashback) | Giganto (Only in flashback);Stingray (Walter Newell) (Apparent death)
West Coast Avengers Vol 3 3;Secondary;;;;2018-12;2018-10-31;Kelly Thompson;Stefano Caselli;West Coast Avengers (Main story, recap, and flashforward) | Fuse (Johnny Watts) (Main story and flashforward) | Hawkeye / Kate-Hawk (Kate Bishop) (First appearance as Kate-Hawk) (Main story and recap) (Controlled by B.R.O.D.O.K.) | Ms. America (America Chavez) | Gwenpool (Gwen Poole) | Hawkeye (Clint Barton) | Kid Omega (Quentin Quire);A.I.M. | Tigra (Greer Nelson) (Freed from B.R.O.D.O.K.'s control) (Leaves group) | Bridgette (Unnamed) (Controlled by B.R.O.D.O.K.) | B.R.O.D.O.K. (George Tarleton) (Identity revealed) | Numerous unidentified others (Main story and photos in recap) (Controlled by B.R.O.D.O.K.);Unnamed reality television crew (Behind the scenes in main story and voice in flashforward)
Avengers Vol 8 10;Main Series;The Battle for the Right to be Called... Earth's Mightiest;;;2019-01;2018-11-14;Jason Aaron;Ed McGuinness | David Marquez | Frazer Irving | Adam Kubert | Andrea Sorrentino;Avengers | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow) | Iron Man (Tony Stark) | Captain Marvel (Carol Danvers) | Thor (Odinson) | She-Hulk (Jennifer Walters) | Black Panther (King T'Challa) | Captain America (Steve Rogers);Winter Guard | Ursa Major (Mikhali Ursus) (Rejoins team) | Crimson Dynamo (Dimitri Bukharin) (Rejoins team) | Red Widow (First appearance) | Darkstar (Laynia Petrovna) | Vanguard (Nikolai Krylenko) | Vostok (Anatoly) | Perun | Chernobog | Defenders of the Deep | King Namor the Sub-Mariner | Piranhas (Name first revealed) (Death of two-thirds) | Echidna | Andromeda | Manowar | Bloodtide | Orka | Tiger Shark (Todd Arliss) | King Crab (Name first revealed) | War Sharks | Vampires;Agents of Wakanda (First appearance) | Agent Gorilla Man (Ken Hale) | Director Okoye (Voice) | Agent Wasp (Janet Van Dyne) | All-Father Odin (Main story and recap) | Loki | 🢐 Phoenix (Logan) 🢒
West Coast Avengers Vol 3 4;Secondary;;;;2019-01;2018-11-21;Kelly Thompson;Stefano Caselli;West Coast Avengers (Main story and flashforward) | Fuse (Johnny Watts) (Main story and flashforward) | Kid Omega (Quentin Quire) | Ms. America (America Chavez) (Main story and flashforward) | Hawkeye (Clint Barton) | Gwenpool (Gwen Poole);A.I.M. | Kate-Hawk / Hawkeye (Kate Bishop) (Freed from B.R.O.D.O.K.'s control) (Leaves team and rejoins the West Coast Avengers) | B.R.O.D.O.K. / M.O.D.O.K. (George Tarleton) | Bridgette (Name first revealed) (Freed from B.R.O.D.O.K.'s control) (Leaves group) | Numerous unidentified others (Freed from B.R.O.D.O.K.'s control) (Leaves group);Unnamed reality television crew (Behind the scenes in main story and voice in flashforward) | Ramone Watts (Main story and flashforward) | Tigra (Greer Nelson) | Jimmy Kimmel (First appearance)
Avengers Vol 8 11;Main Series;The Strength and Conviction of Phillip Coulson;;;2019-02;2018-12-12;Jason Aaron;Ed McGuinness | Cory Smith;Avengers | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow) | Captain Marvel (Carol Danvers) | She-Hulk (Jen Walters) | Thor (Odinson) | Black Panther (King T'Challa);Phil Coulson;Arabian Knight (Navid Hashim) | Sabra (Ruth Bat-Seraph) | Sunfire (Shiro Yoshida) | Collective Man (Han, Chang, Lin, Sun, and Ho Tao-Yu) | Captain Britain (Brian Braddock) | Shaman (Michael Twoyoungmen) | Ursa Major (Mikhail Ursus)
West Coast Avengers Vol 3 5;Secondary;;;;2019-02;2018-12-05;Kelly Thompson;Daniele Di Nicuolo;West Coast Avengers (Main story, flashback and flashforward) | Hawkeye (Kate Bishop) (Main story and flashback) | Ms. America (America Chavez) | Gwenpool (Gwen Poole) (Main story and flashforward) | Fuse (Johnny Watts) | Kid Omega (Quentin Quire) (Main story and flashforward) | Hawkeye (Clint Barton);Gridlock (First appearance) | Masters of Evil West Coast (First appearance) (Unnamed) | Madame Masque (Whitney Frost) (Behind the scenes) (Impersonates the Mayor of Los Angeles) | Eel (Eddie Lavell) | Satana Hellstrom | Lady Bullseye (Shadow only) | Eleanor Bishop;Unnamed reality television crew (Voice in main story and flashback) | Bridgette | Ramone Watts
West Coast Avengers Vol 3 6;Secondary;;;;2019-02;2018-12-19;Kelly Thompson;Daniele Di Nicuolo;West Coast Avengers | Gwenpool (Gwen Poole) | Fuse (Johnny Watts) | Kid Omega (Quentin Quire) | Ms. America (America Chavez) | Hawkeye (Clint Barton) | Hawkeye (Kate Bishop);Masters of Evil West Coast (Unnamed) | Eel (Eddie Lavell) | Satana Hellstrom | M.O.D.O.K. (George Tarleton) | Madame Masque (Whitney Frost) | Eleanor Bishop | Lady Bullseye;Ramone Watts
Avengers Vol 8 12;Main Series;The Agents of Wakanda;;;2019-03;2019-01-09;Jason Aaron;Ed McGuinness | Cory Smith;Agents of Wakanda (Main story and flashback) (Origin revealed) | Agent Gorilla-Man (Ken Hale) (Joins group) (Main story and flashback) | Agent Wasp (Janet Van Dyne) (Joins group) (Main story and flashback) | Agent Ka-Zar (Kevin Plunder) (Joins group) (Main story and photo in flashback) | Director Okoye (Joins group) (Main story and flashback) | Agent Fat Cobra (Joins group) (Main story and photo in flashback) | Agent Roz Solomon (Main story and photo in flashback) | Agent Doctor Nemesis (James Bradley) (Joins group) (Main story and photo in flashback) | Agent Broo (Joins group) | Agent Man-Wolf (John Jameson) (Joins group) | Agent American Eagle (Jason Strongbow) (Joins group);Vampires;Avengers | Black Panther (King T'Challa) (Main story and flashback) | Captain Marvel (Carol Danvers) | Iron Man (Tony Stark) | Captain America (Steve Rogers) | Thor (Odinson) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow) | She-Hulk (Jen Walters) | Blade (Eric Brooks) (Joins group) | Edwin Jarvis | Morbius the Living Vampire (Michael Morbius) | All-Father Odin
Avengers Vol 8 13;Main Series;The Girl Who Punched The Dragon;;;2019-03;2019-01-23;Jason Aaron;Andrea Sorrentino;Iron Fist (Fan Fei) (First appearance chronologically) (Name first revealed);Shou-Lao (First appearance chronologically) (Death and resurrection) | Gorgilla Clan (First appearance) | Ape King (Gorgilla Alpha) (First appearance) | Numerous unnamed Gorgillas (First appearance) (Death of several) | Mephisto;Thunderer (Lei Kung) (First appearance chronologically)
West Coast Avengers Vol 3 7;Secondary;;;;2019-03;2019-01-30;Kelly Thompson;Daniele Di Nicuolo;West Coast Avengers | Hawkeye (Kate Bishop) | Ms. America (America Chavez) | Hawkeye (Clint Barton) | Kid Omega (Quentin Quire) | Gwenpool (Gwen Poole) | Fuse (Johnny Watts);West Coast Masters of Evil (Name first revealed) | Eel (Eddie Lavell) | Lady Bullseye | Satana Hellstrom | Madame Masque (Whitney Frost) | M.O.D.O.K. (George Tarleton) | Eleanor Bishop | Graviton (Franklin Hall) (Cameo) | Derek Bishop (Cameo);Marvel Boy (Noh-Varr) (Impersonates Graviton) | Ramone Watts | Unnamed reality television crew (Voice)
Avengers No Road Home Vol 1 1;Limited;;;;2019-04;2019-02-13;Mark Waid | Al Ewing | Jim Zub;Paco Medina;Hercules (Main story and flashback) | Rocket Raccoon | Hawkeye (Clint Barton) (Main story and flashback) | Scarlet Witch (Wanda Maximoff) (Main story and flashback) (Apparent death) | Spectrum (Monica Rambeau) (Main story and flashback) | Vision (Main story and flashback) | 🢐 Hulk (Bruce Banner) 🢒 (Main story and flashback) | Voyager (Va Nee Gast);Amphisbaena (First appearance) (Only in flashback) | Nyx (First appearance);Gods of Olympus (Main story and flashback) | Zeus (Corpse in main story and appears in flashback) | Poseidon (Only in flashback) | Athena (Main story and flashback) (Death) | Hermes (Corpse in main story and appears in flashback) | Artemis (Only in flashback) | Dionysus (Corpse in main story and appears in flashback) | Blue Marvel (Dr. Adam Brashear) (Main story and flashback) | Dr. Toni Ho (Main story and flashback)
Avengers No Road Home Vol 1 2;Limited;;;;2019-04;2019-02-20;Al Ewing | Jim Zub | Mark Waid;Paco Medina;Voyager (Va Nee Gast) (Main story and flashback) | Hawkeye (Clint Barton) | Vision | Rocket Raccoon | Scarlet Witch (Wanda Maximoff) | Hulk (Bruce Banner) | Hercules | Spectrum (Monica Rambeau);Challenger (Only in flashback) | Apate (First appearance) (Only in flashback) | Hypnos (First appearance) (Only in flashback) | Nyx (Main story and flashback) | Oizys (First appearance) (Main story and flashback) | Dolos (First appearance) (Only in flashback);Gods of Olympus (Only in flashback) | Apollo (Death) (Only in flashback) | Hermes (Death) (Only in flashback) | Zeus (Death) (Only in flashback) | Artemis (Death) (Only in flashback) | Athena (Only in flashback) | Hera (Death, behind the scenes in flashback) | Hephaestus (Death, behind the scenes in flashback) | Numerous unidentified others (Death) (Only in flashback)
Avengers No Road Home Vol 1 3;Limited;;;;2019-04;2019-02-27;Al Ewing | Jim Zub | Mark Waid;Paco Medina;Rocket Raccoon | Hulk (Bruce Banner) | Hawkeye (Clint Barton) | Spectrum (Monica Rambeau) | Hercules (Controlled by Apate) | Vision | Scarlet Witch (Wanda Maximoff);Hypnos (Only in flashback) | Dolos | Apate;Nightmare (Main story and flashback) | Dreamstalker | Lord High Librarian
Avengers Vol 8 14;Main Series;The Fall of Castle Dracula;;;2019-04;2019-02-06;Jason Aaron;David Marquez;Avengers | Blade (Eric Brooks) | Captain Marvel (Carol Danvers) | Black Panther (King T'Challa) | Iron Man (Tony Stark) | Captain America (Steve Rogers) | Thor (Odinson) | She-Hulk (Jennifer Walters) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow and controlled by Sarge);Vampires | Legion of the Unliving (First full appearance) (Name first revealed) | Baroness Blood (Lily Cromwell) | Snowsnake (First full appearance) (Unnamed) | Boy-Thing (First full appearance) (Unnamed) | Shadow Colonel | Carpathian (First full appearance) (Unnamed) | Rat Bomber (First full appearance) (Unnamed) | Sarge (First full appearance) (Name first revealed) | The Adze Clan;
Avengers Vol 8 15;Main Series;The Battle for the Throne of the Damned;;;2019-04;2019-02-20;Jason Aaron;David Marquez;Avengers | Blade (Eric Brooks) | Captain Marvel (Carol Danvers) | Black Panther (T'Challa) | Captain America (Steve Rogers) | Thor (Odinson) | Iron Man (Tony Stark) | She-Hulk (Jennifer Walters);Legion of the Unliving | Shadow Colonel | Sarge | Rat Bomber (Name first revealed) | Snowsnake (Name first revealed) | Baroness Blood (Lily Cromwell) | Carpathian (Name first revealed) | Boy-Thing (Name first revealed) (Origin revealed) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow and controlled by the Legion of the Unliving);
West Coast Avengers Vol 3 8;Secondary;;;;2019-04;2019-02-27;Kelly Thompson;Gang Hyuk Lim;West Coast Avengers (Main story and flashback) | Gwenpool (Gwen Poole) (Main story and flashback) | Ms. America (America Chavez) (Main story and flashback) | Hawkeye (Kate Bishop) | Hawkeye (Clint Barton) (Impersonates Wonder Man) | Kid Omega (Quentin Quire) | Fuse (Johnny Watts);Temple of the Shifting Sun (First appearance) | Chloe (First appearance) | Chad (First appearance) | Numerous unnamed others (First appearance) | Madame Masque's henchmen;Unnamed reality television crew (Behind the scenes in main story and voice in flashback) | Ramone Watts | Marvel Boy (Noh-Varr)
Avengers No Road Home Vol 1 4;Limited;;;;2019-05;2019-03-06;Jim Zub | Mark Waid | Al Ewing;Sean Izaakse;Hercules (Freed from Apate's control) | Vision | Spectrum (Monica Rambeau) | Scarlet Witch (Wanda Maximoff) | Voyager (Va Nee Gast) (Controlled by Oizys) | Hawkeye (Clint Barton) | Hulk (Bruce Banner) | Rocket Raccoon;Nyx (Origin revealed) (Main story and flashback) | Hypnos (Origin revealed) (Main story and flashback) | Apate (Origin revealed) (Main story and flashback) | Dolos (Origin revealed) (Main story and flashback) | Oizys (Origin revealed) (Main story and flashback);Lord High Librarian | Dreamstalker | Nightmare
Avengers No Road Home Vol 1 5;Limited;;;;2019-05;2019-03-13;Jim Zub | Mark Waid | Al Ewing;Sean Izaakse;Scarlet Witch (Wanda Maximoff) | Hercules (Apparent death) | Spectrum (Monica Rambeau) | Vision (Apparent death) | Voyager (Va Nee Gast) (Briefly freed from Oizys' control) | Hawkeye (Clint Barton) | Rocket Raccoon | Hulk (Bruce Banner);Oizys | Nyx | Hypnos (Death) | Hawkeye (Kate Bishop) (Controlled by Hypnos) | Apate | Dolos | Unnamed Zamoran thieves (First appearance) (Death of two);Dreamstalker | Conan the Cimmerian
Avengers No Road Home Vol 1 6;Limited;;;;2019-05;2019-03-20;Jim Zub | Mark Waid | Al Ewing;Sean Izaakse;Scarlet Witch (Wanda Maximoff) | Hulk (Bruce Banner) | Hawkeye (Clint Barton) | Rocket Raccoon | Spectrum (Monica Rambeau) (Behind the scenes) | Voyager (Va Nee Gast) (Controlled by Oizys);"Nyx (Main story and recap) | Giant scorpion (First and only known appearance, dies) | Crow Cult (First appearance as the Crow Cult) | Unnamed Crow Cultists (Only appearance, death) | Ma'kannta (First appearance, possible death) | ""Apate"" | Oizys | ""Dolos""";Conan the Cimmerian | Unnamed nomads (First appearance) | Nightmare
Avengers No Road Home Vol 1 7;Limited;;;;2019-05;2019-03-27;Jim Zub | Mark Waid | Al Ewing;Paco Medina;Scarlet Witch (Wanda Maximoff) | Vision (Revealed to be alive) | Hercules (Revealed to be alive) | Voyager (Va Nee Gast) (Freed from Oizys' control) | Spectrum (Monica Rambeau) (Impersonates Apate and Dolos as disguises for Vision and Hercules) | Rocket Raccoon | Hawkeye (Clint Barton) | Hulk (Bruce Banner);Nyx (Main story and flashback) | Oizys | Apate (Death) (Only in flashback) | Dolos (Death) (Only in flashback) | Bêlit (Ghost, soul or spirit);Conan the Cimmerian | Nightmare
Avengers Vol 8 16;Main Series;A Fistful of Blood;;War of the Realms;2019-05;2019-03-06;Jason Aaron;David Marquez;Avengers | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow in main story and flashback, freed from the Legion of the Unliving's control) | Thor (Odinson) | Captain Marvel (Carol Danvers) | Captain America (Steve Rogers) | Blade (Eric Brooks) | Black Panther (King T'Challa) | She-Hulk (Jen Walters) | Tony Stark (Behind the scenes);Legion of the Unliving | Baroness Blood (Lily Cromwell) | Boy-Thing | Shadow Colonel | Sarge | Snowsnake | Carpathian | Rat Bomber | Winter Guard | Ursa Major (Mikhali Ursus) | Vostok (Anatoly) | Red Widow | Vanguard (Nikolai Krylenko) | Darkstar (Laynia Petrovna) | Crimson Dynamo (Dimitri Bukharin);Ghost Rider (Johnny Blaze) (Possessed by Zarathos in main story and flashback)
Avengers Vol 8 17;Main Series;The Kingdom of the Vampires;;War of the Realms;2019-05;2019-03-20;Jason Aaron;David Marquez;Avengers | Captain Marvel (Carol Danvers) | Thor (Odinson) | She-Hulk (Jennifer Walters) | Black Panther (T'Challa) | Blade (Eric Brooks) | Iron Man (Tony Stark) | Captain America (Steve Rogers) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow);Vlad Dracula | Winter Guard | Ursa Major (Mikhail Ursus) (Apparent death) | Vostok (Anatoly) | Red Widow | Darkstar (Laynia Petrovna) (Apparent death) | Crimson Dynamo (Dimitri Bukharin) (Apparent death) | Vanguard (Nikolai Krylenko) (Apparent death) | Numerous prisoners turned Vampires | Legion of the Unliving | Carpathian | Sarge | Boy-Thing (Leaves team and joins Blade) | Shadow Colonel (Xarus) (Identity revealed) | Baroness Blood (Lily Cromwell) | Snowsnake (Origin revealed) | Rat Bomber;Thori
West Coast Avengers Vol 3 9;Secondary;;;;2019-05;2019-03-20;Kelly Thompson;Gang Hyuk Lim;West Coast Avengers | Kid Omega (Quentin Quire) | Fuse (Johnny Watts) (Main story and flashback) (Origin revealed) | Hawkeye (Clint Barton) (Main story and impersonates Wonder Man in flashback) | Hawkeye (Kate Bishop) | Ms. America (America Chavez) (Unconscious) | Gwenpool (Gwen Poole);Temple of the Shifting Sun (Main story and flashback);Unnamed reality television crew (Voice) | Eleanor Bishop | Marvel Boy (Noh-Varr) | Ramone Watts (Main story and flashback) (Origin revealed)
Avengers No Road Home Vol 1 10;Limited;;;;2019-06;2019-04-17;Mark Waid | Jim Zub | Al Ewing;Sean Izaakse;Vision (As the Human Torch in construct) | Hawkeye (Clint Barton) | Scarlet Witch (Wanda Maximoff) | Spectrum (Monica Rambeau) | Hercules | Voyager (Va Nee Gast) | 🢐 Bruce Banner 🢒 | Rocket Raccoon;Nyx (Apparent death) | Neohedron (Evald Skorpion) | The Technocracy (Behind the scenes);Doctor Voodoo (Jericho Drumm)
Avengers No Road Home Vol 1 8;Limited;;;;2019-06;2019-04-03;Jim Zub | Mark Waid | Al Ewing;Carlo Barberi;Spectrum (Monica Rambeau) | Hercules | Vision | Scarlet Witch (Wanda Maximoff) | Hawkeye (Clint Barton) | Hulk (Bruce Banner) | Rocket Raccoon | Voyager (Va Nee Gast);Nyx | Oizys (Death) | Bêlit (Ghost, soul or spirit);Conan the Cimmerian
Avengers No Road Home Vol 1 9;Limited;;;;2019-06;2019-04-10;Jim Zub | Mark Waid | Al Ewing;Paco Medina;Spectrum (Monica Rambeau) (Apparent death) | Scarlet Witch (Wanda Maximoff) | Hercules | Vision | Hawkeye (Clint Barton) (Apparent death) | Voyager (Va Nee Gast) | Rocket Raccoon (Apparent death) | Bruce Banner (Apparent death);Nyx (Main story and recap);Conan the Cimmerian (Apparent death) | Euphoria (Apparent death)
Avengers Vol 8 18;Main Series;Crisis on Ten Realms;;War of the Realms;2019-06;2019-04-24;Jason Aaron;Ed McGuinness;Squadron Supreme of America (First appearance chronologically) (Main story and flashback) (Origin revealed) | Hyperion (Mark Milton) (First appearance chronologically) (Main story and flashback) (Origin revealed) | Nighthawk (Kyle Richmond) (First appearance chronologically) (Main story and flashback) (Origin revealed) | Power Princess (Zarda) (First appearance chronologically) (Main story and flashback) (Origin revealed) | The Blur (Stanley Stewart) (First appearance chronologically) (Main story and flashback) (Origin revealed) | Doctor Spectrum (Col. Joseph Ledger) (First appearance chronologically) (Main story and flashback) (Origin revealed);Frost Giants (Death);Power Elite (Only in flashback) | Phil Coulson (Main story and flashback) | Unnamed others (Only in flashback) | Mephisto
West Coast Avengers Vol 3 10;Secondary;;;;2019-06;2019-04-17;Kelly Thompson;Moy R.;West Coast Avengers 🢒 | Hawkeye (Kate Bishop) | Ms. America (America Chavez) | Hawkeye (Clint Barton) | Kid Omega (Quentin Quire) | Fuse (Johnny Watts) | Alloy (Ramone Watts) (First appearance as Alloy) (Joins group) | Marvel Boy (Noh-Varr) (Joins group) | Gwenpool (Gwen Poole);Temple of the Shifting Sun;Eleanor Bishop | Jeff | Unnamed reality television crew (Voice)
Avengers Vol 8 19;Main Series;The Man in the Mountain;;War of the Realms;2019-07;2019-05-22;Jason Aaron;Ed McGuinness;Agent Gorilla-Man (Ken Hale) (Revealed to be a double agent for the Legion of the Unliving);Frost Giants | Dark Elves | Roxxon Energy Corporation (Behind the scenes) | Firefly riders | Bitterhand (Behind the scenes);Avengers | Iron Man (Tony Stark) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morow) | Blade (Eric Brooks) | She-Hulk (Jennfier Walters) | Black Panther (King T'Challa) | Jotunheim Strikeforce (Name first revealed) | Captain America (Steve Rogers) | Spider-Man (Peter Parker) | Iron Fist (Danny Rand) | Luke Cage | Wolverine (Logan) | War Avengers | Captain Marvel (Carol Danvers) | Lady Sif | Thori | Agents of Wakanda | Agent Ursa Major (Mikhail Ursus) (Revealed to be a double agent) | Agent Ka-Zar (Kevin Plunder) | Agent Wasp (Janet Van Dyne) | Agent Man-Wolf (John Jameson) | Agent Roz Solomon | Agent Doctor Nemesis (James Bradley) | Doctor Strange (Stephen Strange) | Screwbeard | All-Mother Freyja | Punisher (Frank Castle) | Aja-Adanna (Shuri) (Behind the scenes) | Progenitor (Behind the scenes) | All-Father Odin | Legion of the Unliving | Sarge
Savage Avengers Vol 1 1;Secondary;Chapter One: Once Upon a Time in the City of Sickles;;;2019-07;2019-05-01;Gerry Duggan;Mike Deodato Jr.;Conan | Wolverine (Logan);The Hand | Unidentified Egyptian cult (First appearance) | Unidentified cult (First appearance) (Main story and flashback) | Sickle Priest[1] (First appearance) | Kulan Gath | Numerous unnamed others (Main story and flashback);Doctor Voodoo (Jericho Drumm) (Apparent death)
Avengers Vol 8 20;Main Series;No Fun;;War of the Realms;2019-08;2019-06-26;Jason Aaron;Ed McGuinness;Hulk (Jennifer Walters) (Main story and flashback) (As She-Hulk in dream);Rock Trolls | King Ulik | Roxxon Energy Corporation | B.E.R.S.E.R.K.E.R. Squad | Numerous unnamed others (Behind the scenes) | Frost Giants;Avengers (Main story and flashback) | Black Panther (King T'Challa) (Voice in main story and appears in flashback) | Captain Marvel (Carol Danvers) (Only in flashback) | Blade (Eric Brooks) | Agents of Wakanda | Agent Ka-Zar (Kevin Plunder) | Agent Gorilla-Man (Ken Hale) | Daredevil (Matt Murdock)
Savage Avengers Vol 1 2;Secondary;Chapter Two: Death Proof;;;2019-08;2019-06-05;Gerry Duggan;Mike Deodato Jr.;Wolverine (Logan) | Conan (Main story and recap);Unidentified cult (Main story and flashback) | Sickle Priest (Johan Richter) (Main story and flashback) (Origin revealed) (Name first revealed) | Kulan Gath (Main story and flashback) | Numerous unnamed others (Only in flashback) | The Hand;Doctor Voodoo (Jericho Drumm) (Resurrection)
Avengers Vol 8 21;Main Series;The Day After a Day Unlike Any Other;;;2019-09;2019-07-10;Jason Aaron;Jason Masters;Avengers | Thor (Odinson) | Iron Man (Tony Stark) | Captain America (Steve Rogers) | Black Panther (King T'Challa) | Hulk (Jen Walters) | Blade (Eric Brooks) | Captain Marvel (Carol Danvers) | Ghost Rider (Robbie Reyes) (Possessed by Eli Morrow);Power Elite | Fury LMDs | Director Phil Coulson | Squadron Supreme of America | Doctor Spectrum (Col. Joseph Ledger) | Power Princess (Zarda) | Nighthawk (Kyle Richmond) | Hyperion (Mark Milton) | The Blur (Stanley Stewart);
Avengers Vol 8 22;Main Series;Challenge of the Ghost Riders - Part One: The Exorcism at Avengers Mountain;Challenge of the Ghost Riders arcPart of the Everyone Is a Target;;2019-09;2019-07-31;Jason Aaron;Stefano Caselli;Avengers | Ghost Rider (Robbie Reyes) (Freed from Eli Morrow's possession) (Main story and flashback) | Black Panther (T'Challa) | Blade (Eric Brooks) | Captain America (Steve Rogers) | Captain Marvel (Carol Danvers) | Thor (Odinson) | Iron Man (Tony Stark) | Hulk (Jen Walters);Robbie Reyes' unidentified Spirit of Vengeance (Possesses the Hell Charger);Gabe Reyes (Only in flashback) | Daimon Hellstrom | Agents of Wakanda | Director Okoye | Agent Gorilla-Man (Ken Hale) (Behind the scenes) | Numerous unidentified others (Behind the scenes)
Savage Avengers Vol 1 3;Secondary;Chapter Three: Crom Whispers;;;2019-09;2019-07-03;Gerry Duggan;Mike Deodato Jr.;Conan (Bonds to an unnamed symbiote) | Wolverine (Logan);The Hand | Kulan Gath | Unidentified Egyptian cult;Punisher (Frank Castle) | Elektra Natchios (Impersonates a Hand ninja) | Unnamed symbiote (Bonds to Conan) | Doctor Voodoo (Jericho Drumm) (Impersonates Sickle Priest)
Avengers Vol 8 23;Main Series;Challenge of the Ghost Riders - Part Two: Hell Race 666;;;2019-10;2019-08-28;Jason Aaron;Stefano Caselli;Avengers | Hulk (Jen Walters) | Thor (Odinson) | Captain America (Steve Rogers) | Blade (Eric Brooks) | Captain Marvel (Carol Danvers) | Black Panther (King T'Challa) | Ghost Rider (Robbie Reyes);🢐 The Rider (Frank Castle) 🢒 (Possesses Avengers Mountain) | Ghost Rider (Johnny Blaze) (Possessed by Zarathos in main story and recap);Daimon Hellstrom | Boy-Thing
