ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Fantastic Four Vol 1 51;Main Series;This Man... This Monster!;;;1966-06;1966-03-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Ricardo Jones (Unnamed) (Impersonates Thing) (Death);🢐 Wyatt Wingfoot 🢒 | 🢐 Alicia Masters 🢒
Fantastic Four Vol 1 52;Main Series;The Black Panther!;;;1966-07;1966-04-12;Stan Lee | Jack Kirby;Jack Kirby;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;;🢐 Black Panther 🢒 (First appearance) | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 53;Main Series;The Way It Began..!;;;1966-08;1966-05-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 The Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Mister Fantastic (Reed Richards) 🢒;Ulysses Klaw 🢒 (First appearance) (Appears in flashback) | Klaw's henchmen  (First appearance) (Main story and flashback);🢐 Black Panther (King T'Challa) 🢒 (Appears in flashback) | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 54;Main Series;Whosoever Finds the Evil Eye..!;;;1966-09;1966-06-09;Stan Lee;Jack Kirby;Fantastic Four | Mister Fantastic (Reed Richards) (See chronology) | Invisible Girl (Sue Storm) (See chronology) | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Prester John 🢒 (First appearance) (Appears in flashback);🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 55;Main Series;When Strikes the Silver Surfer!;;;1966-10;1966-07-07;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Silver Surfer (Norrin Radd) 🢒;🢐 Alicia Masters 🢒 | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Annual Vol 1 4;Special;The Torch That Was!;;;1966-11;1966-08-02;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Mad Thinker (See chronology) | 🢐 Human Torch (Jim Hammond) 🢒 (first Silver Age appearance) (Main story and recap) | Quasimodo 🢒 (First appearance);🢐 Wyatt Wingfoot 🢒 | 🢐 Lockjaw 🢒
Fantastic Four Vol 1 56;Main Series;Klaw, the Murderous Master of Sound!;;;1966-11;1966-08-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Klaw (Ulysses Klaw) 🢒;🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 57;Main Series;Enter... Dr. Doom!;;;1966-12;1966-09-08;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Sandman (Flint Marko) 🢒 | 🢐 Wizard (Bentley Wittman) 🢒 | 🢐 Doctor Doom (Victor von Doom) 🢒;🢐 Wyatt Wingfoot 🢒 | 🢐 Silver Surfer (Norrin Radd) 🢒
Fantastic Four Vol 1 58;Main Series;The Dismal Dregs of Defeat!;;;1967-01;1966-10-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Doctor Doom (Victor von Doom) 🢒;🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 59;Main Series;Doomsday;;;1967-02;1966-11-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Dr. Doom (Victor von Doom) 🢒;🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 60;Main Series;The Peril and the Power!;;;1967-03;1966-12-08;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;;🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 61;Main Series;Where Stalks the Sandman?;;;1967-04;1967-01-10;Stan Lee | Jack Kirby;Jack Kirby;Fantastic Four | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Sandman (Flint Marko) 🢒;🢐 Silver Surfer (Norrin Radd) 🢒 | 🢐 Lockjaw 🢒 | 🢐 Crystal (Crystalia Amaquelin) 🢒
Fantastic Four Vol 1 62;Main Series;...And One Shall Save Him!;;;1967-05;1967-02-14;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Sandman (Flint Marko) 🢒 | 🢐 Blastaar 🢒 (First appearance);🢐 Crystal 🢒 | 🢐 Lockjaw 🢒 | 🢐 Triton 🢒
Fantastic Four Vol 1 63;Main Series;Blastaar, the Living Bomb-Burst!;;;1967-06;1967-03-14;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Blastaar 🢒 | 🢐 Sandman 🢒;🢐 Crystal 🢒 | 🢐 Triton 🢒
Fantastic Four Vol 1 64;Main Series;The Sentry Sinister;;;1967-07;1967-04-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Sentry Vol 1 459 🢒 (First appearance);🢐 Crystal 🢒
Fantastic Four Vol 1 65;Main Series;-- From Beyond This Planet Earth!;;;1967-08;1967-05-09;Stan Lee;Jack Kirby;Fantastic Four | Mr. Fantastic (Reed Richards) (See chronology) | Invisible Girl (Sue Richards) (See chronology) | Thing (Ben Grimm) (See chronology) | 🢐 Human Torch (Johnny Storm) 🢒;Kree Empire | 🢐 Ronan the Accuser 🢒 (First appearance) | 🢐 Supreme Intelligence 🢒 (First appearance) | Sentry Vol 1 459 (Mentioned);🢐 Crystal 🢒 | 🢐 Alicia Masters 🢒
Fantastic Four Vol 1 66;Main Series;What Lurks Behind the Beehive?;;;1967-09;1967-06-08;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Enclave (First appearance) | 🢐 Jerome Hamilton 🢒 (Appears in flashback) | Carlo Zota 🢒 (First appearance) | Maris Morlak 🢒 (First appearance) | 🢐 Wladyslav Shinski 🢒 (First appearance);🢐 Alicia Masters 🢒 | 🢐 Crystal 🢒
Fantastic Four Vol 1 67;Main Series;When Opens the Cocoon!;;;1967-10;1967-07-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Enclave | 🢐 Jerome Hamilton 🢒 (Apparent death) | 🢐 Maris Morlak 🢒 | 🢐 Wladyslav Shinski 🢒 | 🢐 Carlo Zota 🢒;🢐 Alicia Masters 🢒 | 🢐 Him 🢒 (First full appearance) | 🢐 Crystal 🢒
Fantastic Four Annual Vol 1 5;Special;Divide -- and Conquer!;;;1967-11;1967-08-01;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;"🢐 Psycho-Man 🢒 (First appearance) | Live Wire (Rance Preston) 🢒 (First appearance) | Shellshock (Gary Buser) 🢒 (First appearance) | Ivan Karlovich (First appearance) | Races and Species: | Humans | Inhumans | Inhuman Dogs | Traanians | Locations: | Earth | Caribbean Sea | Panther Island (First appearance) | United States of America | New York State | New York City | Manhattan | SoHo | Alicia Masters' Home | Midtown | 42nd Street and Madison Avenue | Baxter Building | Microverse (Only in flashback) | Sub-Atomica (Only in flashback) | Traan (First appearance) (Only in flashback) (Unnamed) | Items: | Fantastic Four Uniforms | Panther Habit | Control-Box (First appearance) | Vehicles: | Airjet-Cycle | Synopsis for ""Divide -- and Conquer!"" |      | Susan Richards suddenly faints, prompting the FF to look her over, however Thing leaves to go spent time with Alicia. Meanwhile, elsewhere the Psycho-Man punishes one of his subordinates for delivering a component of his device to Alicia's home, gathering together his minions Shellshock, Ivan, and Live Wire to help recover the device. | At Alicia's home, Thing tries to figure out the strange component that was delivered to her apartment. Soon they are attacked by Psycho-Man and his minions who defeat Ben and take the component. | Meanwhile, Black Panther leads an army to Panther Island where they briefly get into a battle against the Inhumans. Realizing that they have mutual allies and that Black Bolt fought the Inhumans because he sensed danger. Investigating, they come across the Psycho-Man's base and have to fight off his defenses. | Back in New York, Reed announces to the FF that Sue is pregnant, and the group celebrates. Back on Panther Island, the Inhumans and Black Panther find themselves overwhelmed and so they have Lockjaw bring the Fantastic Four to the Psycho-Man's base to turn the tide. There they battle their way to Psycho-Man, who reveals to them that he comes from the Microverse and he intends to take over this world with a giant emoto-caster weapon. Being attacked by all the heroes, soon Psycho-Man is subdued, when Black Panther questions him they find the Psycho-Man is motionless, upon closer inspection what they thought was Psycho-Man, was really a robot body piloted by a small being. | Appearing in ""This Is a Plot?"" | Featured Characters: | Stan Lee | Jack Kirby | Rascally Roy Thomas | Gal Friday | Antagonists: | Juggernaut | Melter | Harvey Elder";🢐 Black Panther 🢒 | House of Agon | 🢐 Black Bolt (Blackagar Boltagon) 🢒 | 🢐 Medusa (Medusalith Amaquelin) 🢒 | 🢐 Crystal (Crystalia Amaquelin) 🢒 | 🢐 Gorgon (Gorgon Petragon) 🢒 | 🢐 Karnak (Karnak Mander-Azur) 🢒 | 🢐 Triton 🢒 | 🢐 Lockjaw 🢒
Fantastic Four Vol 1 68;Main Series;His Mission: Destroy the Fantastic Four!;;;1967-11;1967-08-08;Stan Lee;Jack Kirby;Fantastic Four | Mr. Fantastic (Reed Richards) (See chronology) | Invisible Girl (Sue Richards) (See chronology) | Thing (Ben Grimm) (See chronology) | Human Torch (Johnny Storm) (See chronology);Mad Thinker (Julius) (See chronology);🢐 Alicia Masters 🢒 | 🢐 Crystal (Crystalia Amaquelin) 🢒
Fantastic Four Vol 1 69;Main Series;By Ben Betrayed!;;;1967-12;1967-09-07;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Mad Thinker 🢒 | Mad Thinker's Android 🢒;🢐 Crystal 🢒
Fantastic Four Vol 1 70;Main Series;When Fall The Mighty;;;1968-01;1967-10-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Mad Thinker 🢒 | 🢐 Mad Thinker's Android 🢒;🢐 Crystal 🢒
Fantastic Four Vol 1 71;Main Series;... And So It Ends...;;;1968-02;1967-11-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Mad Thinker's Android 🢒;🢐 Crystal 🢒
Fantastic Four Vol 1 72;Main Series;Where Soars the Silver Surfer!;;;1968-03;1967-12-12;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Silver Surfer (Norrin Radd) 🢒;🢐 Crystal (Crystalia Amaquelin) 🢒 | 🢐 Uatu the Watcher 🢒
Fantastic Four Vol 1 73;Main Series;The Flames of Battle --;;;1968-04;1968-01-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Thor 🢒
Fantastic Four Vol 1 74;Main Series;When Calls Galactus;;;1968-05;1968-02-08;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus (Galan) 🢒 | 🢐 Punisher (Robot) 🢒;🢐 Silver Surfer (Norrin Radd) 🢒
Fantastic Four Vol 1 75;Main Series;Worlds Within Worlds!;;;1968-06;1968-03-07;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus (Galan) 🢒 | Galactus' Duplicates of: | Mr. Fantastic | The Thing | The Human Torch;🢐 Silver Surfer (Norrin Radd) 🢒 (Cameo)
Fantastic Four Vol 1 76;Main Series;Stranded in Sub-Atomica!;;;1968-07;1968-04-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 The Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus (Galan) 🢒 | 🢐 Psycho-Man 🢒 | Indestructible One (First appearance);🢐 Silver Surfer (Norrin Radd) 🢒
Fantastic Four Vol 1 77;Main Series;Shall Earth Endure?;;;1968-08;1968-05-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 The Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus (Galan) 🢒 | 🢐 Psycho-Man 🢒;🢐 Silver Surfer (Norrin Radd) 🢒
Fantastic Four Vol 1 78;Main Series;The Thing No More!;;;1968-09;1968-06-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Wizard (Bentley Wittman) 🢒;🢐 Crystal (Crystalia Amaquelin) 🢒
Fantastic Four Vol 1 79;Main Series;A Monster Forever?;;;1968-10;1968-07-16;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Android Man 🢒 (First appearance);🢐 Crystal (Crystalia Amaquelin) 🢒 | 🢐 Alicia Masters 🢒
Fantastic Four Vol 1 80;Main Series;Where Treads the Living Totem!;;;1968-11;1968-08-13;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | Thing (Ben Grimm) (See chronology) | 🢐 Human Torch (Johnny Storm) 🢒;Tomazooma (Robot) (See chronology) | Red Star Oil Company (Behind the scenes);🢐 Crystal 🢒 | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Annual Vol 1 6;Special;Let There Be... Life!;;;1968-11;1968-08-13;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒;🢐 Annihilus 🢒 (First appearance) | 🢐 Scavenger 🢒;🢐 Crystal (Crystalia Amaquelin) 🢒
Fantastic Four Vol 1 81;Main Series;Enter -- The Exquisite Elemental!;;;1968-12;1968-09-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒 (Joins group);;
Fantastic Four Vol 1 82;Main Series;The Mark of -- the Madman!;;;1969-01;1968-10-10;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Maximus 🢒;House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Triton 🢒 | 🢐 Lockjaw 🢒
Fantastic Four Vol 1 83;Main Series;Shall Man Survive?;;;1969-02;1968-11-12;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;League of Evil Inhumans | 🢐 Maximus 🢒 | 🢐 Aireo 🢒 | 🢐 Falcona 🢒 | 🢐 Leonus 🢒 | 🢐 Stallior 🢒 | 🢐 Timberius 🢒 | 🢐 Zorr;🢐 Invisible Girl (Susan Richards) 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Triton 🢒
Fantastic Four Vol 1 84;Main Series;The Name Is Doom!;;;1969-03;1968-12-12;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Doctor Doom (Victor von Doom) 🢒 | Servo-Guards 🢒 (First appearance);S.H.I.E.L.D. | 🢐 Nick Fury 🢒 | 🢐 Dum Dum Dugan 🢒 (Mind in LMD Body)
Fantastic Four Vol 1 85;Main Series;Within This Tortured Land;;;1969-04;1969-01-09;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Doctor Doom (Victor von Doom) 🢒 | Doom's Servo-Guards | Invincible Robots (First appearance) | 🢐 Gustav Hauptmann 🢒 (First appearance);🢐 Invisible Girl (Sue Storm) 🢒
Fantastic Four Vol 1 86;Main Series;The Victims;;;1969-05;1969-02-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Dr. Doom (Victor von Doom) 🢒 | 🢐 Gustav Hauptmann 🢒 | Servo-Guards | Invincible Robots;🢐 Invisible Girl (Sue Richards) 🢒
Fantastic Four Vol 1 87;Main Series;The Power and the Pride!;;;1969-06;1969-03-11;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Dr. Doom (Victor von Doom) 🢒 | 🢐 Gustav Hauptmann (Death) | Servo-Guards;🢐 Invisible Girl (Sue Richards) 🢒
Fantastic Four Vol 1 88;Main Series;A House There Was!;;;1969-07;1969-04-10;Stan Lee;Jack Kirby;Fantastic Four | Mr. Fantastic (Reed Richards) (See chronology) | 🢐 Invisible Girl (Sue Richards) 🢒 | Thing (Ben Grimm) (See chronology) | Human Torch (Johnny Storm) (See chronology) | 🢐 Crystal 🢒;🢐 Mole Man (Harvey Elder) 🢒;🢐 Alicia Masters 🢒
Fantastic Four Vol 1 89;Main Series;The Madness of the Mole Man;;;1969-08;1969-05-13;Stan Lee;Jack Kirby;Fantastic Four | Mr. Fantastic (Reed Richards) | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒;🢐 Mole Man (Harvey Elder) 🢒 | Slave-Master 🢒 (First appearance);
Fantastic Four Vol 1 90;Main Series;The Skrull Takes a Slave!;;;1969-09;1969-06-17;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒;🢐 Mole Man (Harvey Elder) 🢒 | 🢐 Slave-Master 🢒;🢐 Alicia Masters 🢒
Fantastic Four Vol 1 91;Main Series;The Thing -- Enslaved!;;;1969-10;1969-07-15;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | Human Torch (Johnny Storm) (See chronology) | 🢐 Crystal 🢒;Deviant Skrulls | 🢐 Slave-Master 🢒 | Boss Barker 🢒 (First appearance) | Napoleon G. Robberson 🢒 (First appearance) | Lippy Louie 🢒 (First appearance) | Whitey (First appearance);Torgo 🢒 (First appearance) | Taxtor (First and only known appearance)
Fantastic Four Vol 1 92;Main Series;Ben Grimm, Killer!;;;1969-11;1969-08-12;Stan Lee;Jack Kirby;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Crystal 🢒;🢐 Boss Barker 🢒 | 🢐 Napoleon G. Robberson 🢒 | 🢐 Lippy Louie 🢒;🢐 Torgo 🢒
